    N    R        ALFA(gaia)        DELTA(gaia)      PARALAJE     ERROR     MOV.PR.ALF    ERROR     MOV.PR.DEL    ERROR        BP         ERROR        RP         ERROR         J         ERROR         H         ERROR         K         ERROR       3.6         ERROR        4.5        ERROR        5.8        ERROR       8          ERROR         W1         ERROR        W2         ERROR         W3        ERROR         W4        ERROR         V         ERROR        B-V        ERROR        U-B        ERROR        V-I        ERROR   
   69   1.06   239.90204128700   -53.77401480330      0.2675      0.0490     -2.3380      0.0770     -2.6920      0.0620     16.5977      0.0037     15.2860      0.0024     14.2120      0.0290     13.8690      0.0400     13.6430      0.0550     13.5370      0.1420     13.4470      0.1790      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.3870      0.0030      0.9470      0.0050      0.7470      0.0220      1.3280      0.0030
   70   2.70   239.86143355200   -53.72121472580      0.4813      0.0701     -1.7850      0.1130     -3.2660      0.0870     16.6500      0.0107     14.9474      0.0057     13.7310      0.0300     13.2630      0.0320     13.2300      0.0350     13.1590      0.1490     12.9410      0.1470      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.3970      0.0040      1.3030      0.0080      ------      ------      1.6750      0.0040
   71   1.90   239.91936306300   -53.78769216730      0.3640      0.0434     -2.3900      0.0700     -3.4390      0.0550     16.6464      0.0041     14.1319      0.0010     12.1710      ------     11.3650      0.0270     11.0800      0.0290      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.4030      0.0030      2.1640      0.0130      ------      ------      2.5930      0.0030
   72   2.15   239.96261766800   -53.77268256290      0.3729      0.0513     -4.7290      0.0930     -6.3330      0.0740     16.7025      0.0030     15.0549      0.0019     13.8020      0.0320     13.3290      0.0520     13.0260      0.0480      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.4150      0.0030      1.2440      0.0070      0.6810      0.0280      1.6880      0.0030
   73   1.76   239.86163069400   -53.76675897830      0.3067      0.0452     -2.8090      0.0720     -4.5620      0.0580     16.6800      0.0042     14.4079      0.0016     12.7160      0.0280     12.2840      0.0310     11.9850      0.0350     11.7410      0.0820     11.7950      0.0910      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.4500      0.0030      1.6950      0.0090      ------      ------      2.2710      0.0030
   74   2.54   239.90228394400   -53.79881261700      0.3373      0.0455     -3.4480      0.0740     -4.3750      0.0580     16.7707      0.0048     15.0215      0.0018     13.7100      0.0320     13.0840      0.0360     12.7180      0.0420     12.1840      0.0610     12.1070      0.0930      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.5100      0.0030      1.3490      0.0080      ------      ------      1.7950      0.0030
   75   1.06   239.88983780500   -53.77058940310      ------      ------      ------      ------      ------      ------     16.7098      0.0069     14.8697      0.0013     13.5360      0.0280     13.1220      0.0330     12.9030      0.0230     12.7820      0.1510     12.8740      0.1500      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.5140      0.0030      1.3520      0.0080      ------      ------      1.8300      0.0030
   76   2.55   239.93289503100   -53.79662441020      0.6098      0.0458     -2.3470      0.0760     -9.0240      0.0600     16.7810      0.0046     14.9431      0.0015     13.5090      ------     13.0220      0.0650     12.7700      0.0300      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.5250      0.0030      1.4550      0.0080      ------      ------      1.8700      0.0030
   77   1.65   239.87136727300   -53.74000198470      0.4666      0.0463     -2.5050      0.0730     -4.7000      0.0590     16.7690      0.0057     14.9337      0.0020     13.5640      0.0290     13.0600      0.0600     12.7890      0.0570     12.8420      0.0860     13.1350      0.2890      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.5350      0.0030      1.4130      0.0080      ------      ------      1.8410      0.0030
   78   2.00   239.96449600200   -53.75974394020      0.3036      0.0534     -3.7440      0.0910     -2.8510      0.0710     16.7840      0.0043     14.2260      0.0010     12.2030      0.0230     11.3890      0.0260     11.0720      0.0250     10.9350      0.0540     10.8850      0.0600     10.9690      0.1430      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.5480      0.0030      2.2690      0.0160      ------      ------      2.6780      0.0030
   79   2.53   239.93553138200   -53.79564464080      0.3316      0.0519     -3.8090      0.0850     -5.3980      0.0670     16.8974      0.0037     14.8211      0.0017     13.2960      0.0360     12.8470      ------     12.6740      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.6210      0.0030      1.5880      0.0090      ------      ------      2.1110      0.0030
   80   1.54   239.94774085400   -53.74587772820      0.2659      0.0505     -3.7670      0.0860     -3.2920      0.0710     16.9028      0.0078     15.1488      0.0015     13.8350      0.0410     13.3160      0.0400     13.1960      0.0620     12.9680      0.0810     12.9440      0.1260      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.6340      0.0030      1.3790      0.0080      ------      ------      1.7950      0.0030
   81   2.83   239.84456846000   -53.78507578970      0.4353      0.0523     -3.0020      0.0860     -3.5510      0.0680     16.8416      0.0040     15.4463      0.0028     14.3420      0.0370     13.9900      0.0390     13.7940      0.0510     13.6230      0.1130     13.5340      0.1390      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.6390      0.0030      1.0350      0.0070      ------      ------      1.4020      0.0030
   82   1.59   239.94155312500   -53.77451544220      0.3559      0.0494     -3.4630      0.0790     -6.2530      0.0630     16.9105      0.0063     15.1979      0.0014     13.8670      0.0220     12.8860      ------     12.1730      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.6530      0.0030      1.2860      0.0080      ------      ------      1.7500      0.0030
   83   0.92   239.92834335200   -53.74702727980      0.5442      0.0571     -1.9990      0.0930     -0.3740      0.0730     16.8728      0.0043     15.2945      0.0015     14.0960      0.0510     13.5700      0.0720     12.8800      0.1080      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.6640      0.0030      1.2270      0.0080      0.6630      0.0320      1.6370      0.0030
   84   1.54   239.87406178400   -53.77249294890      0.7174      0.0497     -5.2810      0.0800     -0.7840      0.0660     16.9403      0.0038     15.2401      0.0019     13.8890      0.0370     13.4520      0.0350     13.2120      0.0690      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.6920      0.0030      1.3250      0.0090      ------      ------      1.6170      0.0040
   85   2.73   239.93767066400   -53.79881430180      0.3781      0.0595      0.0920      0.1000     -1.5510      0.0740     16.9515      0.0065     15.4570      0.0020     14.3300      ------     14.0580      0.0420     13.8190      0.0650      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.7250      0.0030      1.1360      0.0080      0.7200      0.0340      1.5560      0.0030
