    N    R        ALFA(gaia)        DELTA(gaia)      PARALAJE     ERROR     MOV.PR.ALF    ERROR     MOV.PR.DEL    ERROR        BP         ERROR        RP         ERROR         J         ERROR         H         ERROR         K         ERROR       3.6         ERROR        4.5        ERROR        5.8        ERROR       8          ERROR         W1         ERROR        W2         ERROR         W3        ERROR         W4        ERROR         V         ERROR        B-V        ERROR        U-B        ERROR        V-I        ERROR   
  ---   3.07   239.92984830600   -53.80622602510      0.5092      0.1090     -4.0460      0.1820     -4.0360      0.1420     18.4437      0.0144     16.5162      0.0044     15.0600      0.0460     14.5700      0.0610     14.5060      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.07   239.99486800000   -53.75833500000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     15.5110      ------     14.3020      ------     13.9360      0.0870      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.08   239.98828500000   -53.73691200000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.1570      ------     13.6140      0.0480     12.5750      0.0400      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.08   239.99439148300   -53.76299290560      0.3730      0.1086     -2.1200      0.1840     -2.0210      0.1450     18.2281      0.0111     16.3632      0.0053     14.8500      0.0480     14.3270      0.0590     13.1670      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.08   239.98703800000   -53.77822500000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     17.3300      ------     14.5710      0.0580     13.1270      0.0550      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.08   239.84889700000   -53.79408600000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     15.2640      0.0620     12.1210      0.0250     10.7380      0.0210      9.7260      0.0580      9.7550      0.0490      9.5460      0.0400      9.6800      0.0870      9.9080      0.0260      9.8220      0.0250      6.3550      0.0220      7.0050      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.09   239.99109900000   -53.74097100000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     17.1260      ------     15.5920      ------     14.0270      0.0700      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.09   239.82971547000   -53.73459807520      0.3775      0.0807     -3.6560      0.1360     -3.8930      0.0970     17.8475      0.0072     16.1581      0.0025     14.8870      0.0700     13.5520      ------     12.8360      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.09   239.91904900000   -53.80778100000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     15.3040      ------     13.7570      0.0480     12.5620      0.0420      ------      ------      ------      ------      ------      ------      ------      ------     11.0190      0.0420     11.1890      0.0420      7.2360      0.0500      3.3230      0.0360      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.09   239.85129800000   -53.71773500000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.4460      ------     14.5720      ------     14.1230      0.0880      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.09   239.99508867700   -53.76187980560      0.3152      0.0400     -4.9510      0.0690     -5.3000      0.0530     16.2120      0.0028     14.5364      0.0012     13.2710      0.0370     12.8550      0.0420     12.6640      0.0400     12.6100      0.0680     12.3700      0.0960      ------      ------      ------      ------     12.1470      0.0530     13.6770      0.1240      8.0900      0.0520      2.3760      0.0180      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.09   239.84304200000   -53.79092400000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     15.8350      ------     14.5430      0.0690     13.3020      0.0550      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.10   239.84647467800   -53.72026970930      0.3367      0.1354     -1.2590      0.2200     -0.4810      0.1710     18.7833      0.0217     17.0644      0.0061     15.8970      0.0860     14.8020      ------     13.9150      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.10   239.99378703800   -53.74619865880      0.3382      0.0348     -3.5860      0.0600     -4.2610      0.0460     15.3763      0.0018     13.0990      0.0007     11.3220      0.0240     10.5950      0.0250     10.3000      0.0220     10.1930      0.0340     10.2120      0.0550     10.0600      0.0420      9.8230      0.0760     10.0480      0.0450     10.1200      0.0380      8.4150      0.0710      2.0770      0.0210      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.10   239.82854649000   -53.73575369340      0.4844      0.1799     -1.9620      0.2790     -6.6270      0.2150     19.2659      0.0290     17.3798      0.0067     15.8730      0.0780     15.2390      ------     15.5660      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.10   239.97639700000   -53.72436900000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.9860      ------     14.7400      ------     13.8770      0.0680      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.10   239.95167885900   -53.71186763600      0.4452      0.0504     -1.9430      0.0870     -4.2750      0.0690     16.7362      0.0033     15.2341      0.0020     14.1620      0.0260     13.7900      0.0260     13.6310      0.0410     13.5060      0.0880     13.6580      0.1760      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.10   239.82290059000   -53.74571677040      0.4148      0.1693     -1.1420      0.2560     -2.9210      0.2020     19.1175      0.0254     17.2550      0.0104     16.0600      0.1100     14.9860      ------     14.5560      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.10   239.86042300000   -53.71347000000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     17.2650      ------     15.1920      ------     13.7230      0.0500      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.11   239.98777651100   -53.73485592220      0.3280      0.1171     -3.1490      0.1920     -1.9480      0.1570     18.6069      0.0188     16.5716      0.0066     15.0780      0.0550     14.4740      0.0830     13.3670      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.11   239.83923700000   -53.72483400000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     17.5310      ------     14.3800      0.0480     12.9960      0.0250      ------      ------      ------      ------      ------      ------      ------      ------     11.7060      0.0540     12.0210      0.1040      7.1790      0.1920      2.7200      0.0590      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.11   239.82976000000   -53.73365400000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     15.8460      0.0850     13.2220      ------     12.2680      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.11   239.90651368400   -53.70484078420      0.3590      0.0359     -3.3640      0.0630     -4.6370      0.0470     15.0881      0.0016     13.7968      0.0008     12.7900      0.0210     12.5070      0.0280     12.3910      0.0340     12.2340      0.0520     12.1530      0.1180     11.6850      0.2810      ------      ------     11.0320      0.0580     11.5120      0.0520      7.8190      ------      3.2340      0.0710      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.11   239.96875195500   -53.71911397040      0.4331      0.1447     -2.7950      0.2390     -7.3310      0.1900     18.8600      0.0365     17.0703      0.0087     15.6830      0.0850     14.8080      ------     14.7000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.12   239.82315600000   -53.76996600000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.9500      ------     14.7610      0.0720     13.1150      0.0470      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.12   239.82091729000   -53.75070270620      0.5813      0.1802     -4.9410      0.2770     -1.6930      0.2150     19.3858      0.0250     17.3688      0.0080     15.7700      0.0920     14.1820      ------     13.2370      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.13   239.89998967100   -53.70479274990      0.2322      0.0802     -4.6990      0.1470     -5.0850      0.1110     17.8853      0.0099     16.0028      0.0035     14.6130      0.0320     14.1390      0.0420     13.8870      0.0610     13.4430      0.1320     13.3170      0.1770      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.13   239.88722943400   -53.80734440830      0.3449      0.2131     -5.4430      0.3290     -5.6080      0.2650     19.7949      0.0418     17.5943      0.0118     15.7410      0.0790     14.4350      ------     13.6710      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.12   239.98637450400   -53.78079044970      0.3228      0.2357     -1.9220      0.3940     -2.6220      0.3080     19.8280      0.0494     17.8354      0.0093     16.0490      0.0850     15.1620      ------     14.6440      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.13   239.82059987700   -53.76311742180      0.2663      0.1662     -4.3620      0.2500     -4.1770      0.1990     19.2750      0.0254     17.2883      0.0069     15.9190      0.0920     15.1620      0.0810     14.5360      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.13   239.85602499600   -53.79873588650      0.6875      0.2052     -5.9740      0.3120     -4.5250      0.2540     19.8791      0.0454     17.4756      0.0075     15.6890      0.0720     14.8040      ------     14.1360      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.14   239.98460600000   -53.78318400000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     15.1640      0.0560     13.0720      0.0360     12.1610      0.0340     11.4540      0.0470     11.3610      0.0740     11.0610      0.1180      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.14   239.87118789900   -53.70917418300      0.3248      0.1000     -3.5380      0.1840     -4.1690      0.1490     18.0667      0.0117     16.3703      0.0060     15.1220      0.0540     14.7040      0.0670     14.6930      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.14   239.99693416900   -53.75759656460      0.1157      0.1572     -5.6960      0.2620     -5.8870      0.2070     18.7031      0.0149     16.8012      0.0058     15.3830      0.0930     14.7410      0.1090     13.8830      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.14   239.99553981400   -53.74752507080     -0.0178      0.2912     -2.2970      0.4780     -2.7310      0.3750     20.7475      0.1290     17.3812      0.0079     14.4700      0.0770     13.6920      0.0670     13.2510      0.0690     12.9260      0.0520     12.8620      0.1210     12.4760      0.3490      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.14   239.93713100000   -53.70716500000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.1900      ------     14.9570      0.0790     13.8500      0.0790      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.14   239.82065700000   -53.76455700000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.5850      ------     14.9600      0.0900     13.1420      0.0370      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.14   239.83990700000   -53.79005400000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     17.6940      ------     15.7910      ------     14.0040      0.0660      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.14   239.81971482500   -53.75869342930      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     14.7860      0.0560     13.0280      0.0330     12.2100      0.0290     11.7830      0.0660     11.7910      0.1420     11.5570      0.1090      ------      ------     11.8200      0.0430     13.3410      0.0740      7.3210      0.0560      1.8240      0.0300      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.15   239.95728900000   -53.71300100000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.5650      ------     14.1620      0.0490     11.1380      0.0250      ------      ------      ------      ------      ------      ------      ------      ------      9.6690      0.0300      9.0560      0.0210      8.6450      0.0780      3.3320      0.0530      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.15   239.89223100000   -53.80827700000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.6030      ------     14.5950      0.0670     13.2610      0.0540      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.15   239.98686300000   -53.73232700000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     15.7470      0.0740     14.2050      0.0460     13.4410      0.0380     12.7790      0.0830     12.6860      0.1150      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.15   239.99688400000   -53.75344800000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     14.2540      0.0360     11.8980      0.0310     10.8540      0.0260     10.1850      0.0390     10.1370      0.0840      9.9870      0.0490     10.1050      0.0850      9.9050      0.0240      9.8880      0.0230      6.6570      0.0220      1.3190      0.0120      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.15   239.88955599400   -53.80797510070      0.4890      0.0814     -1.4560      0.1370     -2.7750      0.1010     18.0654      0.0117     16.0327      0.0025     14.4460      0.0370     13.7750      0.0640     13.2180      0.0620      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.15   239.99322223100   -53.74136676070      0.8425      0.2986     -0.0650      0.4790     -8.2510      0.3950     20.0686      0.0707     17.9640      0.0176     16.2470      0.1100     15.7730      ------     15.0950      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.16   239.81993352900   -53.75048438680      0.1345      0.8249      1.0290      1.8540     -3.6000      1.1860     20.5313      0.2609     19.0427      0.0473     15.5100      ------     14.4960      0.0590     13.2730      0.0380      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.15   239.89031500000   -53.70525400000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     15.6060      ------     13.9290      0.0430     12.9090      0.0370      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.15   239.93755900000   -53.80636200000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     14.6840      ------     13.0470      ------     12.9350      0.0760      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.16   239.99398103600   -53.77114000160      0.2268      0.0603     -2.7000      0.1030     -3.6770      0.0790     17.3098      0.0073     15.1912      0.0016     13.6630      0.0330     13.2100      0.0740     12.8940      0.0750     12.7860      0.0640     12.4240      0.0970      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.16   239.91866900000   -53.80899800000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     14.7150      ------     12.9210      0.0440     12.0520      0.0440      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.16   239.94846200000   -53.70965600000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     17.8340      ------     14.7820      ------     13.4560      0.0690      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.17   239.88428816400   -53.70582203100      0.3894      0.0848     -1.8890      0.1480     -2.2100      0.1150     17.8841      0.0146     16.0749      0.0123     14.7500      0.0430     13.9980      0.0630     12.8000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.17   239.82757900000   -53.77935400000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     17.5620      ------     14.6000      0.0540     13.3760      0.0440      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.17   239.88030498000   -53.70650220890     -0.0706      0.3351     -7.2020      0.6130     -4.4110      0.4570     19.9665      0.0838     17.9693      0.0155     16.1120      0.1050     14.8020      0.1180     13.7890      0.0780     13.0150      0.0670     12.6890      0.1350      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.17   239.93913170200   -53.80627419900      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     14.4060      ------     12.7980      ------     12.2890      0.0750      ------      ------      ------      ------      ------      ------      ------      ------     11.2870      0.0840     11.8280      0.0530      7.1570      0.0350      3.3410      0.0390      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.17   239.86571100000   -53.71025500000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     17.3460      ------     14.7410      0.0680     13.3990      0.0500      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.18   239.98757200000   -53.78134500000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.9670      ------     14.9150      ------     14.0960      0.0750      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.18   239.92517869400   -53.70469002780      0.2757      0.0719     -0.9260      0.1220     -3.3290      0.0950     16.4781      0.0081     12.6803      0.0019      9.8630      0.0230      8.5640      0.0290      8.1560      0.0200      7.8920      0.0370      8.1280      0.0440      7.8610      0.0350      7.8420      0.0320      7.9170      0.0260      8.1490      0.0210     10.2080      ------      6.8910      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.18   239.98020700000   -53.78829200000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     14.9460      0.0520     12.6200      0.0370     11.5790      0.0320     10.7240      0.0580     10.8760      0.0930     10.4080      0.1160      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.18   239.99006897100   -53.77866484760      0.9911      0.8764     -6.4380      1.5210     -4.2710      1.0760     20.1881      0.6952     18.4133      0.0388     14.3290      ------     14.4790      0.0610     13.8050      0.0640      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.18   239.92516100000   -53.80878800000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.4910      ------     15.5320      ------     14.3190      0.0800      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.19   239.99773165400   -53.75192831780     -1.0659      1.2866     -4.2510      2.3510     -0.4070      1.9240     20.9415      0.1974     18.6636      0.0341     15.6570      0.1540     13.9090      ------     13.1360      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.19   239.89005106600   -53.70460751710      0.6987      0.1746     -7.8090      0.2890    -12.8720      0.2330     19.1114      0.0254     17.3356      0.0082     15.7350      0.0750     13.8270      ------     12.8100      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.19   239.84661700000   -53.71807900000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     14.2000      0.0270     10.9640      0.0250      9.4110      0.0220      8.3730      0.0420      8.4660      0.0360      8.0240      0.0430      8.1310      0.1470      8.5040      0.0260      8.3460      0.0240      5.4110      0.0390      2.6420      0.0590      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.19   239.85151100000   -53.79803100000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     17.6600      ------     14.1270      0.0440     12.3840      0.0260      ------      ------      ------      ------      ------      ------      ------      ------     11.6180      0.0560     11.5880      0.0490      7.5790      0.0520      3.7090      0.0700      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.20   239.97431722200   -53.72048554230      1.1610      0.1743      0.9180      0.2830    -12.6230      0.2310     19.4703      0.0305     17.4141      0.0074     15.7150      0.0630     13.6900      0.0330     12.6270      0.0350     11.6790      0.0760     11.6480      0.0740     11.4170      0.0970      ------      ------     11.8970      0.0780     12.3570      0.1480      7.6340      0.0460      7.5980      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.20   239.88321500000   -53.70551700000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     14.8310      ------     13.7450      ------     13.0290      0.0540      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.20   239.82478300000   -53.77678700000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     17.4270      ------     16.1860      ------     13.9900      0.0630      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.20   239.95270700000   -53.80311600000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     15.1250      0.0590     12.7890      0.0330     11.8060      0.0320     11.1120      0.0420     11.0130      0.0500     10.8930      0.0720     10.7770      0.0980     11.2480      0.0650     11.5890      0.0660      7.6990      0.0350      2.4410      0.0530      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.20   239.90665900000   -53.81002800000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     15.5460      0.0630     13.0480      0.0370     12.0120      0.0360     11.2740      0.0370     11.2120      0.0670     10.9950      0.1040     10.8040      0.0960      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.20   239.96448800000   -53.79853400000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     15.1130      0.0590     13.1540      0.0460     12.2250      0.0360     11.7070      0.0600     11.5770      0.0890     11.5090      0.1350      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.20   239.82080600000   -53.77003500000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     14.7150      ------     14.0470      ------     13.8000      0.0630      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.21   239.88468100000   -53.80826600000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     15.8740      ------     14.0420      0.0390     12.9930      0.0330      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.21   239.82100849300   -53.77067814890      0.3956      0.0678     -5.1250      0.1090     -3.8520      0.0790     17.3682      0.0086     15.7352      0.0022     14.5490      0.0380     14.1080      0.0730     13.2440      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.21   239.91190539800   -53.70323060050      0.3424      0.1410     -4.0870      0.2400     -5.1190      0.1890     18.6501      0.0188     16.9238      0.0069     15.6950      0.0640     15.4680      ------     14.5040      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.21   239.83334128500   -53.72688457420      0.5814      0.2440     -3.8980      0.3580     -3.7740      0.2730     19.7079      0.0478     17.7587      0.0131     16.3270      0.1180     14.9440      ------     14.2490      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.21   239.82803490900   -53.73203035290      0.2648      0.1344     -5.0550      0.2230     -2.2080      0.1640     18.9345      0.0212     16.9668      0.0056     15.5140      0.0790     14.9940      ------     14.5540      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.21   239.97307807000   -53.79403870280      0.8366      0.1135     -8.4790      0.1880     -5.8840      0.1470     18.5512      0.0184     16.5561      0.0037     14.8830      0.0460     14.1570      0.0570     13.7440      0.0560     13.4960      0.0930     13.5550      0.2220      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.21   239.83441900000   -53.78764300000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     17.6060      ------     14.5770      ------     13.4390      0.0460      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.21   239.89560030700   -53.80967662190      1.3005      0.1508     -5.6100      0.2370     -6.6380      0.1900     19.3552      0.0253     17.0847      0.0071     15.5810      0.0700     14.8180      0.0730     14.0820      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.22   239.97878015100   -53.72296433580      0.3786      0.1964     -2.4230      0.3210     -4.4310      0.2590     19.4303      0.0438     17.4886      0.0081     15.8780      0.0900     13.5460      ------     12.3140      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
