    N    R        ALFA(gaia)        DELTA(gaia)      PARALAJE     ERROR     MOV.PR.ALF    ERROR     MOV.PR.DEL    ERROR        BP         ERROR        RP         ERROR         J         ERROR         H         ERROR         K         ERROR       3.6         ERROR        4.5        ERROR        5.8        ERROR       8          ERROR         W1         ERROR        W2         ERROR         W3        ERROR         W4        ERROR         V         ERROR        B-V        ERROR        U-B        ERROR        V-I        ERROR   
  ---   3.55   166.47212822800   -62.53352330980      0.1221      0.1419     -7.3650      0.2370      3.8740      0.2110     19.2641      0.0778     17.3853      0.0209     15.9900      0.0990     15.6620      0.1450     15.2370      0.1730      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.55   166.51600517300   -62.45448325250      0.2558      0.0767     -6.2180      0.1300      1.5520      0.1000     17.8649      0.0232     15.8540      0.0037     14.2170      0.0330     13.6830      0.0440     13.4140      0.0400      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.55   166.46418672300   -62.43099668120      0.5379      0.0286     -7.2620      0.0440      2.2370      0.0410     15.7021      0.0033     14.4625      0.0019     13.5490      0.0370     13.2020      0.0440     13.0770      0.0440      ------      ------      ------      ------      ------      ------      ------      ------     12.8900      0.0350     13.1670      0.0340     11.9110      ------      9.1410      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.55   166.28539000000   -62.50552400000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.5630      0.1570     14.8650      0.0660     13.9080      0.0590      ------      ------      ------      ------      ------      ------      ------      ------     12.9720      0.0380     12.7590      0.0370      7.2710      0.0220      5.4670      0.0630      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.55   166.45293257900   -62.42852894670      1.5645      0.2018      1.7140      0.3270     -2.7140      0.2770     19.8633      0.0799     17.6014      0.0204     15.8500      0.0920     15.2550      0.1300     14.8260      0.1300      ------      ------      ------      ------      ------      ------      ------      ------     14.2940      0.0950     14.7140      0.0980     12.0710      ------      9.3330      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.56   166.50613661800   -62.51944986470      ------      ------      ------      ------      ------      ------      ------      ------     18.9414      0.1074     15.8230      0.0910     14.5130      0.0610     13.9670      0.0640      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.56   166.33687000000   -62.43273200000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     15.8430      ------     15.2960      0.0970     14.7290      0.1150      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.57   166.41879700000   -62.42423200000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.0680      ------     15.4280      0.1130     14.7530      0.1340      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.57   166.51966324900   -62.50963267390      0.6060      0.0541     -9.8610      0.0990      3.2060      0.0800     17.0661      0.0054     15.6533      0.0044     14.6120      0.0510     14.1960      0.0740     14.1910      0.0960      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.57   166.32174167200   -62.52904578840      0.5044      0.1185     -3.7910      0.1960      4.5440      0.1730     18.9013      0.0376     16.9539      0.0115     15.5360      0.0710     14.7210      0.0610     14.8730      0.1400      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.57   166.51424274900   -62.51419282860     -0.2238      0.1992     -6.7220      0.3440      2.0630      0.2910     19.8327      0.0946     17.4254      0.0156     15.1290      0.0690     13.5820      ------     13.1720      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.58   166.36220896500   -62.42691788660      0.2561      0.1247     -5.8930      0.2240      2.4570      0.1780     18.7995      0.0313     17.0613      0.0147     15.8040      0.0790     15.4440      0.1140     15.2160      0.1760      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.59   166.49894566100   -62.52404810350      1.5754      0.2085     -5.4720      0.3450      5.2270      0.2970     19.1394      0.0718     17.2199      0.0157     15.6670      0.0930     15.2730      0.1360     14.9170      0.1450      ------      ------      ------      ------      ------      ------      ------      ------     13.7820      0.0330     14.8080      0.0610     10.7140      ------      8.8690      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.58   166.34799632400   -62.53707901030      4.4293      1.1265    -10.0250      2.1470      0.5260      2.8460      ------      ------      ------      ------     15.2950      ------     15.4810      0.1360     13.9030      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.59   166.48439967500   -62.53029709130      0.4777      0.0583     -6.4690      0.1060      1.2370      0.0870     17.2705      0.0124     15.7857      0.0045     14.6390      0.0390     14.2710      0.0360     14.0720      0.0670      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.59   166.37719972900   -62.42481121680     -0.2593      0.2412     -6.0940      0.4170      0.8450      0.4230     20.3258      0.1068     17.3193      0.0182     14.4070      0.0390     13.1950      0.0320     12.7120      0.0380      ------      ------      ------      ------      ------      ------      ------      ------     12.4520      0.0360     12.5860      0.0410     11.5190      ------      7.9520      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.59   166.28213397400   -62.50334393910      0.0858      0.2998     -5.4300      0.6320      1.6250      0.4710     20.7158      0.1197     18.2721      0.0332     16.3500      0.1600     15.1010      ------     14.8470      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.59   166.33531576500   -62.53405756040     -0.0352      0.4302     -3.8330      0.7900      1.9010      0.6360     20.9767      0.2298     18.2563      0.0403     15.3150      0.0670     14.0350      0.0330     13.6010      0.0510      ------      ------      ------      ------      ------      ------      ------      ------     13.5550      0.0680     13.9960      0.1100     11.2490      ------      8.6680      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.59   166.47691682200   -62.43380550750      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     15.5730      0.0570     14.1930      0.0370     13.4910      0.0440      ------      ------      ------      ------      ------      ------      ------      ------     13.2760      0.0500     13.4330      0.0610     10.8910      ------      7.7110      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.60   166.34461864500   -62.42993588290      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.5360      ------     15.6600      0.1460     14.9360      0.1410      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.60   166.37351766300   -62.54152539580      0.6113      0.1741     -2.1300      0.3000      2.0080      0.2670     19.5994      0.0517     17.6640      0.0171     16.3480      0.1370     15.5270      0.1450     14.9540      ------      ------      ------      ------      ------      ------      ------      ------      ------     14.0980      0.0460     14.3600      0.0550      8.9690      0.0780      6.9030      0.0870      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.59   166.50524253100   -62.44594649300     -0.0762      0.1963     -6.2620      0.3280      1.8960      0.2580     19.2427      0.0648     17.4448      0.0169     15.7980      0.0940     15.4380      0.1160     14.7310      0.1240      ------      ------      ------      ------      ------      ------      ------      ------     13.3030      0.0550     13.5320      0.0540     10.1450      0.1090      9.1540      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.60   166.52451406800   -62.46095189350      0.3221      0.0329     -8.0250      0.0530      3.5270      0.0460     16.0086      0.0065     14.6046      0.0049     13.5670      0.0280     13.2300      0.0350     13.0090      0.0390      ------      ------      ------      ------      ------      ------      ------      ------     13.0200      0.0360     13.3500      0.0450     10.7240      0.0760      8.5210      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.60   166.49239837300   -62.52740706260     -0.2471      0.2704     -9.8510      0.4450      1.7780      0.3960     19.2265      0.0391     17.2991      0.0141     15.9030      0.0950     15.1460      0.0960     15.0010      0.1460      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.61   166.30811902300   -62.44277500670      0.0502      0.2606    -10.2330      0.4780      2.8780      0.3960     20.0842      0.0955     18.0153      0.0259     16.4120      0.1470     15.5560      0.1460     15.3290      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.61   166.39495339000   -62.42333707260      0.7164      0.0288     -7.2640      0.0440      2.6030      0.0440     12.6194      0.0023     11.9954      0.0011     11.5800      0.0260     11.4730      0.0270     11.3990      0.0240      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.61   166.33827171400   -62.43142892180      0.4389      0.1059     -5.8570      0.1690      2.8240      0.1560     18.8432      0.0272     16.7395      0.0090     15.0080      0.0530     14.5560      0.0680     14.4770      0.1010      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.61   166.51556040700   -62.51467141010      0.2595      0.5618     -5.3590      1.0900      3.2930      0.8970     19.7050      0.7915     18.4614      0.0709     14.4930      ------     13.9610      0.0810     13.3820      0.0580      ------      ------      ------      ------      ------      ------      ------      ------     12.5270      0.0320     12.6200      0.0340      9.7840      0.0640      7.7050      0.1640      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.61   166.40905213600   -62.54345369890      0.5493      0.0744      0.2270      0.1240     -7.0950      0.1070     17.9568      0.0142     16.3941      0.0052     15.4020      0.0620     14.7930      0.0620     14.6160      0.1090      ------      ------      ------      ------      ------      ------      ------      ------     14.4000      0.1050     16.5960      ------     10.7240      ------      8.5390      0.3600      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.62   166.51614876400   -62.45240473980      0.4158      0.0401     -6.7720      0.0620      0.3270      0.0530     16.4928      0.0055     15.0047      0.0023     13.8760      0.0410     13.3990      0.0480     13.1930      0.0520      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.62   166.52080961600   -62.45611118180      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.4280      0.1400     15.6910      ------     15.3020      0.1800      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.64   166.42199516000   -62.54342012100      0.3920      0.1071     -6.5280      0.1840     -0.1920      0.1610     18.4855      0.0362     17.0698      0.0097     16.2650      0.1190     15.9260      0.1630     16.3170      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.64   166.28751780700   -62.45556608450      1.1753      0.3621     22.1690      0.6940     -8.0850      0.5200     20.9304      0.2030     18.2945      0.0359     16.0910      0.1020     15.5160      0.1220     14.9550      0.1510      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.64   166.43320687300   -62.42409938080      0.3578      0.1363     -1.8590      0.2140      1.7340      0.1900     19.0479      0.0567     17.0057      0.0151     15.3560      0.0690     14.6370      0.0600     14.5030      0.1070      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.64   166.28445707800   -62.45832658010      0.2268      0.1116     -9.3730      0.1880      0.9760      0.1590     18.8314      0.0324     16.6978      0.0076     15.0680      0.0590     14.4290      0.0620     14.0530      0.0680      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.64   166.45806400000   -62.53872700000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.3640      0.1450     14.9100      0.0880     14.3100      0.1000      ------      ------      ------      ------      ------      ------      ------      ------     13.3550      0.0400     13.3070      0.0440      8.6780      0.0700      7.2680      0.1860      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.65   166.51897090900   -62.45362527120     -0.0164      0.1163     -5.8420      0.1920      2.6230      0.1550     19.5570      0.0760     16.2844      0.0064     13.5030      0.0360     12.2260      0.0290     11.7360      0.0240      ------      ------      ------      ------      ------      ------      ------      ------     11.1870      0.0240     11.3070      0.0210     12.8580      ------      8.8940      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.65   166.49790902600   -62.44058023880     -0.2888      0.1922     -6.5550      0.3170      2.4430      0.2600     19.6038      0.0589     17.5446      0.0218     15.7340      0.0730     15.3160      0.1180     14.7450      0.1340      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.65   166.28317865600   -62.45937311900      ------      ------      ------      ------      ------      ------     20.9088      0.2050     18.5777      0.0528     16.1500      0.1060     14.9120      ------     14.6400      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.65   166.43196175000   -62.54283267990      0.3925      0.2280     -5.3280      0.3660      2.4720      0.3010     20.6539      0.1066     17.0323      0.0089     13.8590      0.0240     12.5080      0.0220     12.0040      0.0210      ------      ------      ------      ------      ------      ------      ------      ------     11.5840      0.0250     11.6580      0.0250     11.9700      ------      7.6520      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.65   166.51490701100   -62.51638250530      0.0109      0.1266     -7.5190      0.2140     -0.8970      0.1810     19.0071      0.0396     16.8866      0.0105     15.0330      0.0560     14.3240      0.0470     14.0750      0.0540      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.65   166.29681782600   -62.51868265020      0.4829      0.2643     -9.6480      0.5670      3.1080      0.4300     20.2444      0.0644     18.1960      0.0254     16.4830      0.1360     15.6630      0.1330     16.5500      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.67   166.44215135000   -62.54189587760      0.5240      0.1082     -3.7590      0.1890      5.0230      0.1520     18.5432      0.0146     16.9044      0.0130     15.6820      0.0920     15.2110      0.1200     15.1130      0.1630      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.67   166.52831604100   -62.46200083710      0.2668      0.1685     -7.8630      0.2780      3.1880      0.2240     19.3200      0.0620     17.3131      0.0135     15.6490      0.0770     14.9440      0.0620     14.5680      0.0940      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.67   166.30533383800   -62.52413884100     -0.0080      0.1433     -4.4070      0.2480      1.7820      0.2070     20.2332      0.0755     16.7591      0.0100     13.8540      0.0220     12.6160      0.0250     12.1380      0.0260      ------      ------      ------      ------      ------      ------      ------      ------     11.8810      0.0250     11.9920      0.0280     12.2700      ------      9.2080      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.67   166.52085091600   -62.51234865350      0.4624      0.1319     -4.3800      0.2100      2.4840      0.1680     18.7067      0.0452     16.5221      0.0166     14.8030      0.0370     14.1630      0.0470     14.0370      0.0680      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.68   166.34451603700   -62.42862061100      0.0042      0.2085     -6.2300      0.3420      1.8010      0.3120     20.1265      0.0752     17.7937      0.0205     16.1360      0.1110     15.7180      0.1460     15.2700      0.1900      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.68   166.52645254900   -62.50726200980     -0.4119      0.1923     -5.3570      0.3010      2.4080      0.2550     20.2221      0.1309     17.0120      0.0107     14.0370      0.0530     12.6920      0.0510     12.2220      0.0430      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.69   166.46691302100   -62.42911384600      0.8677      0.5696     -7.5940      1.0620      4.9670      0.8600     20.5661      0.1933     18.5905      0.0394     16.1520      0.1180     14.7440      0.0650     14.3160      0.1010      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.69   166.46773706700   -62.53739258490      0.1868      0.2371     -5.4580      0.3940      1.8420      0.3410     19.7623      0.0855     17.9062      0.0204     16.2310      0.1180     15.5460      0.1180     16.0920      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.69   166.38660566800   -62.42229464370      0.9606      0.0753     -1.4790      0.1220      4.9330      0.1060     17.7357      0.0150     16.1371      0.0064     14.9610      0.0690     14.3630      0.0830     14.4020      0.0960      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.69   166.50882841200   -62.44523695790      0.4492      0.0679     -4.6410      0.1170     -0.9220      0.0910     17.3329      0.0117     15.8845      0.0054     14.7800      0.0460     14.3890      0.0590     14.0610      0.0690      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.69   166.32799433500   -62.53375161930      0.5559      0.0205    -12.0020      0.0340      3.3350      0.0300     14.4238      0.0018     13.4304      0.0011     12.5000      0.0530     11.2670      ------     10.8950      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.70   166.43944104600   -62.42383781560      0.3293      0.0703     -6.9550      0.1200      2.0960      0.1000     17.9160      0.0205     15.9595      0.0064     14.3840      0.0400     13.8230      0.0350     13.5820      0.0500      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.70   166.39125563500   -62.42187122180      0.2365      0.0542     -1.3520      0.0820      0.2420      0.0770     17.5383      0.0199     14.8300      0.0038     12.6220      0.0320     11.6220      0.0290     11.2720      0.0370      ------      ------      ------      ------      ------      ------      ------      ------     10.7830      0.0220     10.8750      0.0230      9.8530      0.1550      7.0970      0.1430      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.70   166.34843286200   -62.53943972500      0.3422      0.0740    -10.5700      0.1220      1.9190      0.1010     17.7041      0.0127     15.2839      0.0023     13.3230      0.0300     12.4780      0.0310     12.1590      0.0330      ------      ------      ------      ------      ------      ------      ------      ------     11.7890      0.0270     11.8480      0.0270     10.0260      0.0870      9.0490      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.71   166.37600164500   -62.54370932220      1.0521      0.3809    -10.5610      0.7840      0.3830      0.6270     20.5134      0.1650     18.5520      0.0390     16.3820      0.1490     15.8080      0.1520     15.7780      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.71   166.45680930000   -62.54016667770      0.2275      0.1570     -3.2080      0.2560      3.3910      0.2210     19.0479      0.0586     17.2134      0.0443     15.6490      0.0910     15.0180      0.0990     14.6620      0.1190      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.71   166.32881385400   -62.53449355210      0.0307      0.1297     -4.4550      0.2100      1.9510      0.1800     18.4403      0.1002     15.9117      0.0107     12.1430      ------     11.4680      0.0560     10.8750      0.0290      ------      ------      ------      ------      ------      ------      ------      ------     10.4400      0.0220     10.5310      0.0210     11.4120      ------      8.6780      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.71   166.36543368000   -62.42406647750     -1.1201      1.0935     -6.4970      2.2500      3.0740      2.3570     21.5518      0.1837     18.9451      0.0880     15.9610      0.1170     14.6950      0.0740     14.1940      0.0820      ------      ------      ------      ------      ------      ------      ------      ------     13.7990      0.0680     14.1960      0.0820     12.3940      ------      8.6720      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.71   166.50267072800   -62.52531455540      0.5698      0.1707     -6.2740      0.2800      2.0010      0.2380     19.3563      0.0744     17.5941      0.0151     15.6210      ------     15.5650      0.1530     14.6320      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.71   166.50795391100   -62.52249595780      0.2835      0.2678     -5.6070      0.4590      3.1090      0.3660     20.1167      0.0973     18.0743      0.0274     16.3810      0.1390     15.7670      0.1650     16.3570      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.72   166.31151479600   -62.43862155950      0.2739      0.1885     -5.5440      0.2790      1.5720      0.3400     20.0834      0.0850     16.7542      0.0087     14.1090      0.0290     13.0230      0.0310     12.5970      0.0300      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.72   166.33883803400   -62.42911669020      0.5011      0.1021     -0.5950      0.1620      1.3530      0.1510     18.7717      0.0306     16.6682      0.0055     14.9980      0.0540     14.4800      0.0290     14.3150      0.0780      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.72   166.52550870700   -62.45678160740      1.2864      0.8477     -4.0190      1.4860      0.8660      1.2530     20.7383      0.2393     18.8745      0.0659     16.2450      0.1100     14.8100      0.0630     14.5720      0.1040      ------      ------      ------      ------      ------      ------      ------      ------     14.4260      0.0700     16.3260      0.3240     12.6850      ------      9.3010      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.73   166.49862382000   -62.43910385430      1.5887      1.1329     -7.5340      1.7420     -3.8260      1.4760     19.1401      0.0470     17.3564      0.0199     16.1520      0.1030     15.3920      0.1220     14.6150      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.73   166.42054440900   -62.42157946930      0.3371      0.1980     -8.8410      0.3050      1.9610      0.2800     19.7780      0.0648     17.3338      0.0187     15.3770      0.0770     14.7120      0.0750     14.0750      ------      ------      ------      ------      ------      ------      ------      ------      ------     13.9510      0.0460     14.7100      0.0760     10.7560      0.4030      8.8680      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.73   166.46311450700   -62.53929997340      0.2081      0.0795     -6.3540      0.1350      2.4790      0.1190     18.1382      0.0277     16.4246      0.0088     15.1020      0.0560     14.4350      0.0560     14.3470      0.0820      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.73   166.49690037400   -62.52850113440      2.8615      0.2239    -20.5850      0.3620     21.8630      0.3150     20.4117      0.1339     17.5237      0.0156     15.6170      0.0610     14.8120      0.0650     14.3990      0.0790      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.73   166.34182055700   -62.53846833830      0.1939      0.2057     -6.0390      0.3690      2.1730      0.2970     18.8422      0.0290     16.7967      0.0105     15.2240      0.0360     14.6640      0.0510     14.3580      0.0790      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.74   166.45440958800   -62.54108932040      0.9334      0.0443     -7.3840      0.0740      1.1440      0.0640     16.9118      0.0087     15.4639      0.0023     14.4720      0.0520     13.9390      0.0560     13.8660      0.0790      ------      ------      ------      ------      ------      ------      ------      ------     13.1470      0.0310     13.1270      0.0290      8.7210      0.0740      7.4390      0.1540      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.74   166.27982439200   -62.50757696500      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.4480      0.1520     15.3650      0.0810     14.8730      0.1460      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.74   166.30773457600   -62.43968938360      0.2837      0.1852     -7.5430      0.2920      1.7640      0.2610     19.7229      0.0497     17.3147      0.0134     15.3180      0.0610     14.4460      0.0580     14.0560      0.0660      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.74   166.36272480500   -62.42393449680      0.6605      0.1127     -8.2380      0.1830      4.0220      0.1650     18.6043      0.0217     16.8212      0.0133     15.4270      0.0910     14.9360      0.0910     14.8570      0.1400      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.75   166.52646654400   -62.51001657780      0.2293      0.0301     -6.5880      0.0490      1.4920      0.0420     14.8885      0.0052     12.3789      0.0017     10.3530      0.0230      9.4010      0.0220      9.1310      0.0240      ------      ------      ------      ------      ------      ------      ------      ------      8.8650      0.0230      8.9450      0.0210      8.8430      0.0290      9.3220      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.75   166.35862266100   -62.42452386020      0.4877      0.0996    -18.3480      0.1610      5.9210      0.1460     18.4953      0.0224     16.7841      0.0129     15.6030      0.0680     14.9180      0.0630     14.9140      0.1430      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.75   166.42915295000   -62.54476488850      0.9805      0.2905     -2.1330      0.5310      0.5800      0.4310     20.1816      0.0933     18.2027      0.0270     16.5240      0.1560     15.7950      0.1470     15.6180      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
