    N    R        ALFA(gaia)        DELTA(gaia)      PARALAJE     ERROR     MOV.PR.ALF    ERROR     MOV.PR.DEL    ERROR        BP         ERROR        RP         ERROR         J         ERROR         H         ERROR         K         ERROR       3.6         ERROR        4.5        ERROR        5.8        ERROR       8          ERROR         W1         ERROR        W2         ERROR         W3        ERROR         W4        ERROR         V         ERROR        B-V        ERROR        U-B        ERROR        V-I        ERROR   
   70   2.50   166.33841957400   -62.51186611390      0.4725      0.0635     -7.1930      0.1220      1.1310      0.0940     17.4514      0.0081     15.9570      0.0060     14.8340      0.0450     14.4310      0.0670     14.3210      0.0890      ------      ------      ------      ------      ------      ------      ------      ------     13.8910      0.1830     16.3160      ------     12.1800      ------      6.0240      0.0660     17.2040      0.0030      1.0730      0.0050      ------      ------      1.3600      0.0040
   71   1.66   166.39669083200   -62.51073717180      0.3304      0.0601     -4.9920      0.1080      3.3680      0.0870     17.4823      0.0072     15.7305      0.0032     14.3060      0.0680     13.9050      0.0380     13.0210      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     17.2100      0.0030      1.2240      0.0060      ------      ------      1.6100      0.0040
   72   1.60   166.45967180900   -62.47589628350      0.5592      0.0645    -13.7500      0.1140      3.5490      0.0870     17.4684      0.0093     15.8620      0.0042     14.7200      0.0260     14.1760      0.0390     14.0090      0.0660      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     17.2220      0.0040      1.2010      0.0060      0.6590      0.0600      1.5200      0.0040
   73   1.93   166.42430356300   -62.51413900940      1.0070      0.0643      0.5640      0.1160     -0.3170      0.0910     17.5109      0.0085     15.8424      0.0035     14.6570      0.0320     13.9470      0.0350     13.8060      0.0660      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     17.2380      0.0030      1.3200      0.0060      1.1340      0.0720      1.5460      0.0040
   74   2.35   166.31957807700   -62.48674432370      0.1965      0.0686     -6.6300      0.1240      2.1390      0.0990     17.4860      0.0175     15.8852      0.0064     14.5780      0.0330     14.1770      0.0600     13.9090      0.0590      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     17.2460      0.0040      1.0750      0.0050      0.5720      0.0440      1.4950      0.0040
   75   1.08   166.40095487700   -62.46542991450      0.5047      0.0679    -11.6130      0.1230      1.2720      0.0960     17.5382      0.0105     15.9875      0.0054     14.8160      0.0500     14.3130      0.0490     13.6340      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     17.2640      0.0040      1.0720      0.0060      0.3620      0.0270      1.4110      0.0040
   76   0.79   166.38173494400   -62.47529136480      0.4411      0.0682     -6.6730      0.1200      2.4830      0.0910     17.4885      0.0097     15.9202      0.0053     14.7780      0.0530     14.2740      0.0540     14.0460      0.0760      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     17.2940      0.0040      1.1520      0.0060      0.5640      0.0350      1.4620      0.0040
   77   2.18   166.43715407000   -62.45036614380      0.4914      0.0677     -7.0790      0.1210      0.4760      0.0960     17.5408      0.0127     16.0953      0.0057     15.0210      0.0520     14.5930      0.0670     14.3250      0.0970      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     17.2950      0.0030      1.0580      0.0050      ------      ------      1.3630      0.0040
   78   1.29   166.37998064000   -62.46486481360      0.1838      0.0476     -4.4360      0.0780      1.5790      0.0660     17.5098      0.0090     14.7943      0.0020     12.5890      0.0260     11.6800      0.0240     11.2930      0.0230      ------      ------      ------      ------      ------      ------      ------      ------     11.0500      0.0300     11.3080      0.0490     10.0040      ------      3.3040      0.0320     17.3030      0.0040      2.1920      0.0120      ------      ------      2.6600      0.0040
   79   1.90   166.34204902800   -62.49685450760      0.4394      0.0660    -13.4440      0.1240      0.8460      0.0970     17.5691      0.0102     15.9225      0.0044     14.6800      0.0380     14.2920      0.0580     13.9920      0.0640      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     17.3450      0.0040      1.1280      0.0060      0.5200      0.0430      1.5060      0.0040
   80   1.57   166.46049889600   -62.48631027000      0.4939      0.0682     -8.0660      0.1240      3.5190      0.1010     17.6381      0.0134     16.0092      0.0038     14.7820      0.0430     14.2610      0.0450     14.1000      0.0710      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     17.3560      0.0040      1.2530      0.0060      ------      ------      1.5250      0.0040
   81   3.26   166.33014870400   -62.52565449590      0.2612      0.0578     -6.0660      0.1090      1.7890      0.0850     17.6104      0.0163     15.5445      0.0033     13.9140      0.0240     13.1780      0.0270     13.0080      0.0370      ------      ------      ------      ------      ------      ------      ------      ------     13.0670      0.0400     13.7480      0.0790     11.9780      ------      8.9360      ------     17.3660      0.0040      1.5820      0.0080      ------      ------      1.9620      0.0040
   82   1.05   166.43357192200   -62.47233102350      0.2814      0.0649     -6.2840      0.1240      1.9250      0.0940     17.6429      0.0118     15.6837      0.0031     14.1210      0.0290     13.6810      0.0270     13.3460      0.0390      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     17.3850      0.0040      1.3140      0.0070      ------      ------      1.8830      0.0040
   83   2.34   166.33307396700   -62.46228768990      0.3132      0.1493    -13.6470      0.2600      4.7450      0.3050      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     17.3940      0.0070      1.6590      0.0100      ------      ------      2.1610      0.0090
   84   1.09   166.44302894800   -62.48622302050      0.0797      0.0749     -6.7970      0.1340      2.4280      0.1020     17.7505      0.0107     15.6114      0.0037     13.9110      0.0300     13.3290      0.0350     13.0410      0.0410      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     17.4720      0.0040      1.5280      0.0080      ------      ------      2.0420      0.0040
   85   2.23   166.48307388900   -62.47617855820      0.3487      0.0800     -5.7630      0.1460      3.7470      0.1080     17.8897      0.0301     16.1863      0.0161     14.8830      0.0700     14.3490      0.0410     14.0610      0.0570      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     17.4870      0.0040      1.2150      0.0070      ------      ------      1.5750      0.0050
