    N    R        ALFA(gaia)        DELTA(gaia)      PARALAJE     ERROR     MOV.PR.ALF    ERROR     MOV.PR.DEL    ERROR        BP         ERROR        RP         ERROR         J         ERROR         H         ERROR         K         ERROR       3.6         ERROR        4.5        ERROR        5.8        ERROR       8          ERROR         W1         ERROR        W2         ERROR         W3        ERROR         W4        ERROR         V         ERROR        B-V        ERROR        U-B        ERROR        V-I        ERROR   
  ---   5.29   254.81176100000   -40.23320800000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     18.0320      ------     16.4100      ------     14.5660      0.0980      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.29   255.02107918400   -40.22023268610      0.5487      0.1251     -1.9550      0.2660     -2.1900      0.1780     17.9572      0.0184     16.4249      0.0064     14.9790      ------     14.6370      0.0600     12.9180      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.29   255.01562300000   -40.22982000000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.4170      ------     14.3730      0.0570     13.4370      0.0490      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.29   254.90811218300   -40.10183457390      ------      ------      ------      ------      ------      ------     21.2094      0.4003     18.8041      0.0361     14.8040      0.0650     13.3100      0.0420     12.5120      0.0390     11.9930      0.0860     11.8210      0.0740      ------      ------      ------      ------     10.4520      0.0590      9.7090      0.0640      5.4710      0.0340     -0.7050      0.0200      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.30   254.82772100000   -40.25004600000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     14.9430      ------     14.4800      0.0600     13.3780      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.30   254.96172426700   -40.26995565560     -0.0549      0.4373     -0.5840      0.7670     -1.7620      0.5240     20.9577      0.1909     17.0234      0.0130     12.0480      0.0220      9.9260      0.0250      8.9930      0.0210      8.3270      0.0340      8.4770      0.0400      8.1750      0.0300      8.1530      0.0270      8.4240      0.0250      8.4210      0.0280      9.2110      ------      7.4620      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.31   254.90665782300   -40.27837213550      1.1985      0.5326     -1.2870      1.0460     -4.6310      0.7410     20.1110      0.0728     17.9829      0.0150     16.2540      0.1310     15.2410      0.1020     14.7460      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.30   254.91678600000   -40.10170000000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.9100      0.1970     15.6380      0.1270     14.5200      0.0800     13.7740      0.0960     13.4270      0.2910      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.30   254.85355359200   -40.26609496960      ------      ------      ------      ------      ------      ------     20.6083      0.1448     18.5833      0.0501     16.5650      0.1330     15.3370      0.1090     15.2950      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.31   254.80843278500   -40.15129443960     -2.3294      1.1845     -1.6520      2.5870     -7.6300      1.7390     20.3922      0.1035     18.2889      0.0278     15.8630      0.0740     14.5710      0.0490     14.0460      0.0580     13.1430      0.0690     12.7400      0.0890      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.31   255.02179000000   -40.21931500000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     15.6400      ------     13.9510      0.0570     12.6050      ------      ------      ------      ------      ------      ------      ------      ------      ------     11.6900      0.0430     11.6550      0.0900     10.1140      ------      8.4690      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.31   254.88987000000   -40.27676800000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     17.3590      ------     15.3870      0.0980     14.5920      0.1060      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.31   254.86443336500   -40.10949264090     -0.4293      1.1138     -4.1230      3.2050     -5.3890      1.9100     21.0445      0.3567     18.2426      0.0259     13.0020      0.0210     10.7970      0.0250      9.7820      0.0210      9.0890      0.0330      9.1720      0.0400      8.8810      0.0350      8.8910      0.0290      9.2570      0.0290      9.2930      0.0410      7.0790      ------      3.8220      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.31   255.00645400000   -40.24183700000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     13.8410      0.0240     11.0620      0.0240      9.8840      0.0230      9.0140      0.0330      9.1020      0.0390      8.7560      0.0310      8.8000      0.0330      9.2620      0.0440      9.1120      0.0480      9.0250      ------      5.6290      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.31   254.91935866600   -40.10165463020      0.0600      0.2122     -4.6490      0.4440     -2.6840      0.2860     18.3089      0.0260     16.5373      0.0064     15.1640      0.0500     14.4730      0.0670     14.1550      0.0760      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.31   254.79853693200   -40.17383730880      2.5997      0.1300     -3.1290      0.2330     -7.2580      0.1730     18.0182      0.0134     15.6731      0.0060     14.0400      0.0350     13.2280      0.0400     12.9830      0.0480     12.7380      0.0740     12.7380      0.1260      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.32   254.80732200000   -40.15278200000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     15.4520      ------     13.3770      0.0390     11.7360      0.0270      ------      ------      ------      ------      ------      ------      ------      ------     10.9610      0.0720     11.0340      0.0960      7.6780      ------      5.2470      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.31   254.98675726400   -40.12201076810      0.7545      0.2381      1.5770      0.4340     -4.4580      0.3180     19.3767      0.0628     17.3661      0.0089     15.9780      0.0950     15.2410      0.1090     12.9030      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.32   254.97998000000   -40.11797000000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     18.1060      ------     15.5740      0.1210     14.8980      0.1370      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.32   254.94863100000   -40.27421200000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.6490      0.1640     14.6610      0.0690     13.8340      0.0650     12.9030      0.0900     12.9480      0.1330      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.32   254.95117900000   -40.27356300000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.4710      0.1340     14.5250      0.0490     13.6710      0.0490     13.0300      0.0750     12.8850      0.1140      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.32   254.81013800000   -40.23178900000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.6460      0.1270     14.3090      0.0430     13.1790      0.0400     12.4210      0.1070     12.2540      0.1490      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.32   254.88040500000   -40.10475900000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     17.5220      ------     15.9460      ------     14.2310      0.0740      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.32   254.81148786100   -40.14624645020      0.6850      0.0352      0.4950      0.0550      0.6750      0.0450     13.5884      0.0013     12.9427      0.0008     12.4240      ------     12.2230      0.0320     12.2090      0.0450      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.32   254.89796400000   -40.10197100000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.6750      0.2130     14.8990      0.0940     14.1010      0.0870     13.5840      0.1300     13.4000      0.3170      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.32   254.85385821900   -40.11348560090      4.3465      0.7243     -6.0370      1.5130     -1.0050      0.9350     20.7347      0.1043     17.8523      0.0670     14.7050      0.1150     13.4850      0.0590     12.8450      0.0540     11.2530      0.0450     10.7330      0.0510     10.1980      0.0700      ------      ------     10.9780      0.0410     10.7660      0.0420      9.5800      ------      3.9810      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.32   254.79699700000   -40.19951200000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     14.1400      ------     13.9890      0.0870     12.7010      0.0880      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.33   254.84631870800   -40.11706824530      0.7947      0.3415      0.6530      0.5760     -1.7900      0.3910     19.8624      0.0793     17.6924      0.0261     15.8530      0.0740     15.1710      0.1050     14.2650      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.33   254.82889368300   -40.12837213330      0.4749      1.1913     -3.9170      3.6180     -6.1630      1.7950     20.9203      0.1474     18.7246      0.0393     15.6070      0.0690     14.3040      0.0580     13.7420      0.0620     13.3040      0.0660     13.2040      0.1240     12.1940      0.3380      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.32   254.94093779600   -40.27604496630      1.0833      0.5458     -2.3440      1.3170     -0.8810      0.8310     20.5467      0.0972     18.3319      0.0232     16.3830      0.1390     14.9540      ------     14.6350      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.33   254.80267300000   -40.16099200000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.6130      ------     14.8980      0.1060     13.7290      0.0820      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.33   254.97576100000   -40.26453800000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     18.2390      ------     15.4940      0.1200     14.4020      0.1200      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.33   254.93060000000   -40.27773700000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.5810      0.1530     14.7450      0.0730     13.9670      0.0620     13.4500      0.0760     13.2790      0.1130      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.33   255.01554100000   -40.23123900000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.6610      ------     15.4920      0.1250     14.5550      0.0890      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.33   255.00382800000   -40.24511000000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     17.2270      ------     15.8860      ------     14.9630      0.1340      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.33   254.83530988800   -40.25653199260     -0.9594      1.4390      8.5220      2.6650     -6.9090      1.7320     20.1120      0.0889     18.1775      0.0339     16.4410      0.1160     15.5930      ------     15.2890      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.34   254.92033932800   -40.27875156040      0.8869      0.0851      1.5820      0.1210     -3.7930      0.0980     16.7631      0.0058     15.3579      0.0025     14.3000      0.0500     13.8800      0.0620     13.2490      ------     13.5620      0.0720     13.3780      0.0990     12.3070      0.2880      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.34   254.90267700000   -40.27866700000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.1440      0.0980     14.6240      0.0620     13.8110      0.0610     13.2170      0.0780     13.1970      0.1090      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.34   254.88345429300   -40.27620937150      1.3987      0.0995     -3.4930      0.1410     -4.4060      0.1120     16.4690      0.0078     14.8096      0.0086     13.6370      0.0330     12.9930      0.0310     12.8520      0.0320     12.5810      0.0480     12.5880      0.0900     12.4650      0.2980      ------      ------     12.9460      0.1670     12.9500      ------     10.4410      ------      5.0150      0.1710      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.34   254.82735509300   -40.25088044930      0.6236      0.4218      6.8020      0.7710      1.1330      0.5200     18.3557      0.0171     16.4259      0.0072     14.8470      ------     14.3110      0.0780     13.5360      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.35   254.81984400000   -40.24419000000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     15.7880      ------     14.1690      0.0840     13.0820      0.0650      ------      ------      ------      ------      ------      ------      ------      ------     10.0670      0.0250     11.2400      0.0300      9.1740      ------      4.0800      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.35   254.84054148300   -40.26028868260      1.2079      0.0814     -1.6760      0.0970    -10.9660      0.0800     16.2404      0.0029     14.8054      0.0016     13.7920      0.0290     13.2900      0.0350     13.2320      0.0440     13.1380      0.0640     13.2030      0.1070      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.35   254.79621456200   -40.18185004730      0.5579      0.0835     -0.1540      0.1500     -1.1980      0.1120     16.9050      0.0050     15.5166      0.0031     14.5220      0.0290     14.1220      0.0460     13.9890      0.0600     13.4180      0.1300     13.1030      0.1660      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.36   255.02230700000   -40.15956100000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.1070      0.1160     14.0220      0.0690     13.0330      0.0450     12.3600      0.0440     12.2870      0.0800     11.8500      0.0960      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.36   254.83898500000   -40.25945700000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.5840      0.1320     14.6680      ------     14.5540      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.36   254.79927200000   -40.21231100000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.5540      0.1430     14.9840      0.0750     14.2620      0.0760     12.6860      0.1430     11.8760      0.1740      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.36   254.86076909200   -40.27011328490      0.6621      0.1497     -1.1660      0.2000     -3.8620      0.1660     17.2667      0.0089     15.7845      0.0034     14.7630      0.0300     14.2870      0.0430     14.1300      0.0720     14.0450      0.0910     13.9180      0.1700      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.36   255.02684393100   -40.20892726720      0.5988      0.3339     -1.1110      0.5520     -0.5260      0.4010     20.4789      0.1348     17.4674      0.0128     14.9910      0.0420     14.0010      0.0350     13.7000      0.0440     13.4950      0.0660     13.4340      0.1040      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.36   254.85495854500   -40.11221381210      0.7391      0.0473     -1.7620      0.0630     -2.0660      0.0470     15.3129      0.0020     14.0275      0.0026     13.0460      0.0320     12.6900      0.0470     12.5670      0.0530     12.4270      0.0530     12.4520      0.0810      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.36   254.98799400000   -40.12177300000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.0670      0.0790     13.6000      0.0400     12.4010      ------     11.4090      0.0370     11.3430      0.0600     10.8750      0.0780      ------      ------     11.4310      0.0460     11.2970      0.0330      7.5210      ------      4.0620      0.0710      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.37   254.93321568500   -40.10197158430     -0.8706      0.4604     -0.3920      1.1310     -3.1020      0.7090     20.7194      0.1331     18.1716      0.0285     16.2580      0.1500     15.0960      0.1220     14.6510      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.36   254.80184000000   -40.21923100000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     14.9020      ------     12.8120      0.0410     10.4730      0.0290      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.37   254.80108800000   -40.16258600000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     17.9050      ------     15.1440      0.0890     14.0920      0.0590      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.37   254.89586500000   -40.10146700000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     15.6050      0.0870     14.0050      0.0510     13.2180      0.0460     12.6100      0.0770     12.4960      0.1170     11.6180      0.2310      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.36   254.79675241700   -40.20341777620      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     13.4680      ------     12.1310      ------     12.8420      0.0860      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.37   255.02964100000   -40.19158600000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     17.5510      ------     14.4920      0.0480     13.2000      0.0290      ------      ------      ------      ------      ------      ------      ------      ------     12.5770      0.0550     12.4930      0.0650      8.1820      0.1130      5.4810      0.2040      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.37   254.84325300000   -40.26221800000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.4500      0.1170     14.9930      0.0780     14.2920      0.0910     13.7280      0.0680     13.7930      0.1290      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.37   254.92225802600   -40.27912827920      0.7882      0.1200     -1.4940      0.1720     -5.2490      0.1370     16.6514      0.0040     15.1507      0.0022     13.9140      0.0430     13.1890      0.0430     12.8150      0.0630     12.5170      0.0610     12.5660      0.1090     12.1310      0.2570      ------      ------     12.1600      0.0710     12.0910      0.1140      8.2880      ------      7.0560      0.2960      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.36   254.92974234600   -40.10172867730      0.9124      0.1784     -1.6250      0.3710     -3.6430      0.2430     18.7884      0.0360     17.0198      0.0119     14.6590      0.0480     12.3810      0.0370     11.2170      0.0270     10.3630      0.0630     10.2480      0.0740     10.0150      0.0590      9.9600      0.1120      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.38   254.79534800000   -40.18567300000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.2900      ------     15.2660      0.1310     14.1620      0.1120      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.38   254.97255900000   -40.11305200000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     17.5470      ------     14.6790      0.0730     13.2950      0.0400      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.38   254.79724700000   -40.20686300000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.1790      0.1860     14.6040      0.1370     12.6350      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.38   254.89536200000   -40.27868700000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.7520      0.1780     15.2460      0.1010     14.7190      0.1280     13.9110      0.0680     13.7840      0.1210      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.38   255.02807100000   -40.20573000000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     18.2470      ------     17.2180      ------     14.9320      0.1440      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.38   254.86824778400   -40.27303725510     -0.0344      0.5039     -2.3850      0.8820     -2.9240      0.5650     20.3493      0.2378     16.0854      0.0148     10.9940      0.0240      8.9080      0.0250      7.9480      0.0260      7.3490      0.0340      7.5500      0.0380      7.1860      0.0280      7.1480      0.0260      7.4770      0.0320      7.4910      0.0200      7.3840      0.0350      7.7590      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.38   254.80251910500   -40.15871360970      1.3224      0.0669     -0.8350      0.1270     -5.3820      0.1130     15.7640      0.0034     14.4929      0.0020     13.5740      0.0440     13.1180      0.0400     12.9560      0.0460     13.0770      0.0740     13.0310      0.1140      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.38   254.79509700000   -40.18754200000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.2850      ------     14.8310      ------     14.4550      0.1350      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.38   254.92362500000   -40.10067700000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     15.4340      0.0640     13.4700      0.0370     12.3870      0.0380     11.3160      0.1340     10.6470      0.3070     10.0040      0.1660      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.38   254.90869400000   -40.27969700000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     15.7450      0.0720     14.5010      0.0490     13.8430      0.0490     13.3650      0.0650     13.2520      0.0970      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.39   255.02982600000   -40.19491200000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.8560      0.1700     14.5780      0.0660     13.5050      0.0460     12.6870      0.0590     12.5490      0.0680     12.3470      0.3420      ------      ------     12.8380      0.0840     12.8550      0.1150      9.2440      0.3220      5.1830      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.39   255.02893013700   -40.20221527100      ------      ------      ------      ------      ------      ------     21.8040      0.5159     19.4480      0.1081     14.9230      0.0270     13.2160      0.0340     12.5900      0.0260     12.0950      0.0470     11.9660      0.0750     11.7100      0.1050      ------      ------     12.3720      0.0580     12.5480      0.0700      9.4940      ------      5.5910      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.39   254.83519800000   -40.12238700000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.1990      0.0960     14.3340      0.0560     13.5570      0.0640     12.7420      0.0580     12.8070      0.0970      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.39   254.81220100000   -40.23687700000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.7530      ------     14.8870      0.0740     13.6630      0.0440      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.39   254.99811357100   -40.25163957610      ------      ------      ------      ------      ------      ------     20.6401      0.2829     18.1744      0.0267     12.0780      0.0220      9.4780      0.0240      8.2770      0.0180      7.4110      0.0270      7.6170      0.0330      7.2180      0.0290      7.2150      0.0220      7.5210      0.0280      7.5180      0.0210      7.7470      ------      5.9730      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.39   254.90875100000   -40.10019300000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     15.4160      0.0640     12.8040      0.0570     11.5550      0.0350     10.7090      0.0470     10.6690      0.0530     10.1730      0.0710      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.39   254.79561044800   -40.20013660300      0.2823      0.2021     -0.3240      0.3660     -0.5110      0.2820     19.1907      0.0314     16.2207      0.0125     13.3460      0.0620     12.0900      0.0610     11.5550      0.0690     11.2740      0.0850     11.1770      0.0830      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.40   254.97904278600   -40.26422666780      ------      ------      ------      ------      ------      ------     20.8720      0.2619     18.9106      0.0785     15.6290      0.0590     14.2670      0.0460     13.8210      0.0500     13.3000      0.0600     13.2530      0.1250      ------      ------      ------      ------     12.3740      0.0810     11.8120      0.0630      6.6660      0.0800      7.1960      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.39   254.84658240500   -40.26445405490      0.5350      0.3502    -13.0890      0.4010     -6.2100      0.3130     19.1720      0.0410     17.1120      0.0069     15.6950      0.0540     15.1800      0.1060     14.6550      0.1140      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.39   254.82344400000   -40.24885600000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     14.9650      0.0450     13.1750      0.0360     12.3030      0.0290     11.6320      0.0630     11.6290      0.0870     10.7460      0.1270      ------      ------     10.8390      0.0360     13.9340      ------      8.4180      0.2480      6.0470      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.40   254.79494085300   -40.19592677000     -0.0807      0.9061      0.0980      1.8310     -0.9280      1.2690     19.6453      0.0446     17.7960      0.0270     15.6260      0.0670     13.9900      0.0400     13.1210      0.0340     11.7360      0.0580     11.2310      0.0790     10.2860      0.2710      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
