_r_1 _x_1 _y_1 _p_1 DR2Name RA_ICRS e_RA_ICRS DE_ICRS e_DE_ICRS SolID Source RandomI Epoch Plx e_Plx RPlx pmRA e_pmRA pmDE e_pmDE RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor NAL NAC NgAL NbAL gofAL chi2AL epsi sepsi Solved APF WAL pscol e_pscol fvarpi MatchObsA Nper amax type MatchObs Dup o_Gmag FG e_FG RFG Gmag e_Gmag o_BPmag FBP e_FBP RFBP BPmag e_BPmag o_RPmag FRP e_FRP RFRP RPmag e_RPmag E_BR_RP_ Mode BP-RP BP-G G-RP RV e_RV o_RV Tefftemp loggtemp __Fe_H_temp Var GLON_1 GLAT_1 ELON ELAT fPriam Teff b_Teff B_Teff AG b_AG B_AG E_BP-RP_ b_E_BP-RP_ B_E_BP-RP_ fFLAME Rad b_Rad B_Rad Lum b_Lum B_Lum RAJ2000_1 e_RAJ2000 DEJ2000_1 e_DEJ2000 e_BP-RP e_BP-G d_arcsec _r_2 _x_2 _y_2 _p_2 RAJ2000_2 DEJ2000_2 errMaj errMin errPA _2MASS Jmag Jcmsig e_Jmag Jsnr Hmag Hcmsig e_Hmag Hsnr Kmag Kcmsig e_Kmag Ksnr Qflg Rflg Bflg Cflg Ndet prox pxPA pxCntr Xflg Aflg Cntr Hemis Date Scan GLON_2 GLAT_2 Xscan JD Jpsfchi Hpsfchi Kpsfchi Jstdap e_Jstdap Hstdap e_Hstdap Kstdap e_Kstdap edgeNS edgeEW edge dup use opt Dopt PAopt Bmag Rmag Nopt extKey scanKey coaddKey coadd Opt
0.121339 -0.077171 0.093637 320.5 "Gaia DR2 3026552334101998720" 112.43065472494 0.2938 -18.4483517324 0.332 1635721458409799680 3026552334101998720 246537369 2015.5 0.4089 0.4180 0.9784 -3.028 0.637 0.216 0.688 -0.1828 -0.0306 -0.0212 0.0838 0.1047 0.1241 -0.1951 0.2454 -0.0273 -0.2777 253 0 252 1 0.3729 254.7 0.0 0.0 31 0 0.0868 1.4705 0.0967 -0.055 29 14 0.66711 0 31 0 270 218.4 1.062 205.613 19.840367821587154 0.005578881205789454 26 60.04 6.242 9.618 20.9053 0.1129 26 261.1 5.122 50.976 18.7198 0.0213 1.471 0 2.185558290441488 1.0649485266930618 1.1205 "" "" 0 "" "" "" NOT_AVAILABLE 233.63716533575 -0.22460295814 118.07459312213 -39.7264875658 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.430668467 9.8811 -18.4483526603 10.6727 0.11489716847663904 0.11302763431864721 4.3976 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
0.130612 -0.087622 0.09686 317.9 "Gaia DR2 3026552338398252800" 112.41963929156 2.6117 -18.44512329472 3.1047 1635721458409799680 3026552338398252800 754031014 2015.5 "" "" "" "" "" "" "" 0.5118 "" "" "" "" "" "" "" "" "" 47 0 46 1 0.9671 49.63 0.0 0.0 3 0 0.0117 "" "" 0.296 6 5 7.2533 0 7 0 52 66.74 1.679 39.753 21.1274670478671 0.027371036490671213 0 "" "" "" "" "" 0 "" "" "" "" "" "" 1 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 233.62932292701 -0.23222602998 118.06044560153 -39.72538422116 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.419639292 2.6117 -18.4451232947 3.1047 "" "" 6.6010 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
0.114566 -0.069153 0.091341 322.9 "Gaia DR2 3026552265379773312" 112.43910600035 0.2382 -18.45065109142 0.2443 1635721458409799680 3026552265379773312 599492472 2015.5 0.2834 0.3325 0.8524 -2.002 0.493 4.235 0.499 -0.1785 -0.0926 -0.1659 0.0558 0.0526 0.0587 -0.1347 0.2643 -0.0903 -0.2728 241 0 240 1 2.721 298.28 1.093 2.4 31 0 0.1514 1.4855 0.0814 0.012 27 13 0.49789 0 31 0 259 372.3 1.308 284.691 19.261284038992997 0.004217194745703967 28 119.1 6.381 18.665 20.1617 0.0582 27 399.6 6.475 61.713 18.2579 0.0176 1.393 0 1.903757128222015 0.9003365712102394 1.0034 "" "" 0 "" "" "" NOT_AVAILABLE 233.64302661272 -0.21866968245 118.08540190054 -39.72715931363 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.439115089 7.6446 -18.4506693274 7.7449 0.06081668212156845 0.058337948683629876 10.1638 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
0.119445 -0.060978 0.102707 329.3 "Gaia DR2 3026552304032975360" 112.44772782652 0.8672 -18.43928831721 0.8604 1635721458409799680 3026552304032975360 80096969 2015.5 0.2409 1.2917 0.1865 -1.477 1.893 1.947 1.603 -0.4854 0.0736 0.2063 -0.0669 0.1100 0.0199 -0.0756 0.5986 -0.3507 -0.5501 169 0 169 0 0.6701 175.74 0.0 0.0 31 0 0.0218 1.5265 0.2865 -0.156 20 12 2.0093 0 21 0 180 91.65 0.9339 98.141 20.78304512885389 0.011208490637622266 16 34.38 6.104 5.633 21.5106 0.1927 19 114.3 6.187 18.482 19.6164 0.0587 1.623 0 1.8942625688726977 0.727527032149883 1.1667 "" "" 0 "" "" "" NOT_AVAILABLE 233.63697624422 -0.20604428437 118.09290938765 -39.71440540906 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.447734532 29.3481 -18.4392967018 24.862 0.20151624448684305 0.1930802820297187 4.1305 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
0.125092 -0.082241 0.094257 318.9 "Gaia DR2 3026552338398253184" 112.42531028815 3.0216 -18.44772894917 3.3152 1635721458409799680 3026552338398253184 714294357 2015.5 "" "" "" "" "" "" "" 0.1649 "" "" "" "" "" "" "" "" "" 42 0 42 0 -0.131 35.23 0.0 0.0 3 0 0.0131 "" "" -0.077 5 5 24.989 0 5 0 45 63.36 3.227 19.634 21.183793563949255 0.05532705981254345 0 "" "" "" "" "" 0 "" "" "" "" "" "" 0 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 233.63418844518 -0.22875373003 118.06797111108 -39.72687740852 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.425310288 3.0216 -18.4477289492 3.3152 "" "" 21.9604 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
0.112849 -0.074272 0.084962 318.8 "Gaia DR2 3026552269678502016" 112.43370636793 1.2213 -18.45702817382 1.643 1635721458409799680 3026552269678502016 412630745 2015.5 0.6649 2.5347 0.2623 -1.527 2.371 -23.478 4.025 -0.4779 -0.3260 -0.1791 0.3603 0.3380 0.3131 -0.2384 0.4504 -0.6143 -0.4241 117 0 117 0 0.0368 111.88 0.0 0.0 31 0 0.0127 0.9627 0.3632 -0.194 14 9 3.9398 0 15 0 129 80.54 1.224 65.806 20.92334397820899 0.016596527583842204 7 47.69 6.909 6.903 21.1553 0.1573 12 132.6 5.359 24.744 19.4556 0.0439 2.238 0 1.6997086217184005 0.2319877469714271 1.4677 "" "" 0 "" "" "" NOT_AVAILABLE 233.64616757931 -0.22622192148 118.08050976501 -39.73442200819 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.433713298 36.7642 -18.4569270896 62.4125 0.16330814783214967 0.15816430257040337 7.0264 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
0.110053 -0.066942 0.087352 322.5 "Gaia DR2 3026552269673253376" 112.44143463686 1.6938 -18.45464062428 1.678 1635721458409799680 3026552269673253376 1186874514 2015.5 "" "" "" "" "" "" "" -0.5311 "" "" "" "" "" "" "" "" "" 67 0 65 2 -0.364 55.47 1.914 1.1 3 0 0.018 "" "" -0.197 8 8 3.8993 0 10 0 83 68.93 1.191 57.867 21.09239504170613 0.01884934664655066 0 "" "" "" "" "" 0 "" "" "" "" "" "" 0 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 233.64758679884 -0.21864388108 118.08924168285 -39.73063421265 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.441434637 1.6938 -18.4546406243 1.678 "" "" 7.7702 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
0.125885 -0.041041 0.119007 341.0 "Gaia DR2 3026552437178499584" 112.46874829577 0.3163 -18.4229941769 0.3607 1635721458409799680 3026552437178499584 1542337849 2015.5 -0.2688 0.4813 -0.5584 -3.869 0.691 2.362 0.674 -0.2494 0.0144 0.0402 0.0398 0.2303 0.1270 -0.0526 0.3545 -0.1367 -0.3403 238 0 237 1 1.1359 256.62 0.0 0.0 31 0 0.0825 1.2918 0.1082 -0.065 27 14 0.70521 0 29 0 255 221.0 1.043 211.916 19.827419315787225 0.005430581407522356 28 66.9 7.889 8.480 20.7879 0.1280 27 257.7 5.52 46.685 18.7341 0.0233 1.469 0 2.053785661864403 0.9604802482695085 1.0933 "" "" 0 "" "" "" NOT_AVAILABLE 233.63224018788 -0.18073103168 118.11413652324 -39.69449345135 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.468765854 10.7141 -18.4230043455 10.4567 0.13015812199394747 0.12816451023038117 12.3963 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
0.132147 -0.060391 0.117541 332.8 "Gaia DR2 3026552475831644160" 112.44835267111 0.8081 -18.4244547244 0.8291 1635721458409799680 3026552475831644160 387050237 2015.5 2.9591 1.1570 2.5576 -1.228 1.671 -7.959 1.633 -0.0887 0.0312 0.3696 0.2634 -0.1994 0.1787 0.1311 0.3367 -0.3925 -0.0725 148 0 148 0 0.2576 146.72 0.0 0.0 31 0 0.0257 0.7041 0.2400 -0.153 18 11 1.5716 0 20 0 168 100.5 1.074 93.599 20.68276883645755 0.011739303458914574 12 30.08 5.738 5.242 21.6557 0.2071 18 128 7.634 16.763 19.4941 0.0648 1.572 0 2.16169679174201 0.9729726622227624 1.1886 "" "" 0 "" "" "" NOT_AVAILABLE 233.62424302346 -0.19841185454 118.08985796621 -39.6997467591 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.448358244 25.9167 -18.4244204561 25.3308 0.21703307023763888 0.20746767409394784 18.3689 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
0.113158 -0.051001 0.101013 333.2 "Gaia DR2 3026552407112167680" 112.45824485265 6.8853 -18.44098540248 14.3924 1635721458409799680 3026552407112167680 571549784 2015.5 "" "" "" "" "" "" "" -0.8127 "" "" "" "" "" "" "" "" "" 46 0 46 0 1.3501 53.68 4.206 1.2 3 0 0.0101 "" "" -0.366 6 4 2092.8 0 7 0 54 68.33 1.792 38.126 21.10191906275019 0.028533827261772282 0 "" "" "" "" "" 0 "" "" "" "" "" "" 0 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 233.64324944571 -0.19810271175 118.106059607 -39.71409865586 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.458244853 6.8853 -18.4409854025 14.3924 "" "" 9.1051 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
0.110966 -0.051389 0.098349 332.4 "Gaia DR2 3026552407112172160" 112.45783481503 0.4619 -18.44364933559 0.5314 1635721458409799680 3026552407112172160 494471088 2015.5 0.6841 0.7336 0.9326 -2.047 0.994 2.365 0.976 -0.2616 -0.0591 -0.0263 0.1031 0.2388 0.1848 -0.1183 0.4019 -0.2106 -0.3296 227 0 226 1 2.1399 268.35 1.518 1.2 31 0 0.0405 1.5279 0.1667 -0.014 26 13 1.0296 0 29 0 244 148.8 0.9927 149.899 20.25689264970785 0.007463368741105444 28 52.94 5.686 9.312 21.0418 0.1166 25 164.6 8.908 18.474 19.2211 0.0588 1.462 0 1.820768801062627 0.7849654707460516 1.0357 "" "" 0 "" "" "" NOT_AVAILABLE 233.64540062858 -0.19972144966 118.10624800457 -39.71678693457 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.457844104 15.4117 -18.44365952 15.1441 0.13059021435451004 0.11684102569680055 7.4831 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
0.111999 -0.050583 0.099926 333.2 "Gaia DR2 3026552407117727360" 112.45868535912 2.9047 -18.44207270849 4.2562 1635721458409799680 3026552407117727360 279425998 2015.5 "" "" "" "" "" "" "" -0.7508 "" "" "" "" "" "" "" "" "" 77 0 77 0 2.0558 98.77 1.397 0.17 3 0 0.0121 "" "" -0.047 10 7 11.604 0 11 0 87 69.6 1.678 41.49 21.081830152516325 0.026230692674283698 0 "" "" "" "" "" 0 "" "" "" "" "" "" 0 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 233.6444039821 -0.1982573856 118.10687137088 -39.71508198624 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.458685359 2.9047 -18.4420727085 4.2562 "" "" 13.0219 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
0.119777 -0.03558 0.11437 342.7 "Gaia DR2 3026552441471860864" 112.47450300606 0.4704 -18.42763237377 0.5107 1635721458409799680 3026552441471860864 1688565021 2015.5 -0.3155 0.6882 -0.4585 -2.403 1.016 -1.073 0.954 -0.2784 -0.0405 0.0195 0.0763 0.2201 0.1551 -0.1408 0.3826 -0.1930 -0.3528 237 0 237 0 1.5437 266.14 0.0 0.0 31 0 0.0395 1.2535 0.1596 -0.059 27 13 1.0318 0 29 0 256 136.3 0.8546 159.462 20.352399326161553 0.00704257240621781 24 30.1 3.884 7.750 21.6550 0.1401 26 187 6.934 26.961 19.0826 0.0403 1.593 0 2.5724915864593676 1.3026204728478241 1.2698 "" "" 0 "" "" "" NOT_AVAILABLE 233.6389285978 -0.1781645469 118.12228341377 -39.69796136584 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.474513913 15.7579 -18.427627752 14.7899 0.145785454557086 0.1402773648440247 14.1864 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
0.123778 -0.00766 0.123541 356.5 "Gaia DR2 3026552643336935296" 112.50393221944 1.059 -18.41846491514 1.0263 1635721458409799680 3026552643336935296 618601347 2015.5 1.8317 1.5752 1.1628 0.873 2.160 3.846 2.029 -0.2714 0.2720 0.0790 -0.2817 -0.0140 -0.2581 0.1187 0.2801 -0.1807 -0.3808 151 0 150 1 1.8735 178.53 2.978 1.2 31 0 0.015 1.5785 0.3198 -0.123 17 10 2.2236 0 22 0 173 92.04 1.068 86.18 20.778505624719198 0.012725813773522554 12 50.95 4.981 10.230 21.0835 0.1061 12 166.9 14.33 11.648 19.2059 0.0932 2.367 0 1.8776076769334367 0.30499129274008396 1.5726 "" "" 0 "" "" "" NOT_AVAILABLE 233.64427734578 -0.14926797163 118.15549575741 -39.68345410688 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.50392826 33.4928 -18.4184814728 31.4691 0.1412720648747956 0.10690523953684895 24.8289 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
0.11811 -0.004569 0.118021 357.8 "Gaia DR2 3026552578910769792" 112.50719079243 0.4583 -18.42398478058 0.4925 1635721458409799680 3026552578910769792 126287846 2015.5 -0.4572 0.6855 -0.6670 -3.771 1.013 2.557 1.035 -0.1879 0.1237 0.2475 -0.1410 0.0928 -0.0974 0.1075 0.2449 0.0008 -0.3397 265 0 265 0 0.3495 267.37 0.0 0.0 31 0 0.0365 1.3445 0.1506 -0.026 30 14 1.0516 0 31 0 275 125.9 0.8139 154.694 20.438335661571475 0.007245788998030286 21 38.15 5.876 6.494 21.3975 0.1672 26 166 6.407 25.908 19.2117 0.0419 1.621 0 2.1858262382752542 0.9591857284386016 1.2266 "" "" 0 "" "" "" NOT_AVAILABLE 233.65060372101 -0.14920350346 118.16085286615 -39.68825317577 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.507207905 15.7132 -18.4239957899 16.0577 0.172383706044438 0.16735848198666975 14.5509 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
0.123483 -0.007509 0.123255 356.5 "Gaia DR2 3026552647635619456" 112.50409211956 1.6788 -18.41875095357 1.5211 1635721458409799680 3026552647635619456 160324228 2015.5 -6.0546 2.0942 -2.8911 -3.658 3.545 2.491 3.186 -0.4069 0.1896 0.0576 -0.1772 0.0714 -0.1097 0.1449 0.2176 -0.2853 -0.4346 104 0 103 1 5.7209 200.82 6.797 6.3 31 0 0.0097 0.9877 0.4520 -0.234 12 9 3.5966 0 14 0 114 88.08 1.197 73.575 20.826231352667097 0.014866009844573239 9 43.07 7.851 5.485 21.2660 0.1979 6 178.9 1.449 123.485 19.1306 0.0088 2.520 0 2.1354214850468765 0.4398070626340669 1.6956 "" "" 0 "" "" "" NOT_AVAILABLE 233.64460110094 -0.14927208368 118.15576252319 -39.68370447902 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.504108718 54.9763 -18.4187616792 49.4121 0.19814113707163802 0.19849429276324868 24.3172 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
0.10983 -0.016134 0.108639 351.6 "Gaia DR2 3026552540257702784" 112.49499999799 0.2403 -18.43336661017 0.2547 1635721458409799680 3026552540257702784 362316117 2015.5 1.1525 0.3510 3.2833 -0.589 0.526 -3.970 0.529 -0.1825 0.1258 0.0588 -0.1213 -0.0174 -0.1213 0.0791 0.1972 -0.0871 -0.2888 284 0 281 3 1.069 301.18 0.166 0.04 31 0 0.1231 1.3202 0.0753 -0.013 32 14 0.53002 0 34 0 299 286.9 0.9632 297.895 19.543997893779512 0.004064919532129224 32 76.57 4.226 18.117 20.6413 0.0599 32 347.6 5.424 64.085 18.4092 0.0169 1.478 0 2.2321548566935725 1.0973263544563991 1.1348 "" "" 0 "" "" "" NOT_AVAILABLE 233.65328723877 -0.1638520937 118.14853141494 -39.69973769206 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.495002672 8.1513 -18.433349517 8.1998 0.06232476560392305 0.060085393558421685 27.6275 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
0.115461 0.003109 0.115419 1.5 "Gaia DR2 3026552574617448320" 112.51528281602 0.226 -18.42658735941 0.2414 1635721458409799680 3026552574617448320 1147189202 2015.5 0.1870 0.3342 0.5595 -1.235 0.496 -2.585 0.501 -0.1823 0.0823 0.0386 -0.0835 0.0336 -0.0736 0.0550 0.1994 -0.0971 -0.2804 277 0 275 2 -0.3714 260.81 0.0 0.0 31 0 0.1399 1.3743 0.0730 -0.03 31 14 0.49883 0 32 0 284 305.9 1.549 197.459 19.474380275853814 0.005785721704051745 30 92.74 5.41 17.143 20.4332 0.0633 28 349.4 5.958 58.648 18.4036 0.0185 1.445 0 2.0296783347691196 0.9588286187440005 1.0708 "" "" 0 "" "" "" NOT_AVAILABLE 233.65657053106 -0.14371622613 118.1713014183 -39.68928490092 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.515288421 7.6901 -18.4265762301 7.7753 0.06602634333579041 0.06361315948106423 8.0465 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
0.121924 -0.002459 0.121899 358.8 "Gaia DR2 3026552578915795072" 112.50941469055 7.3755 -18.42010665215 4.4511 1635721458409799680 3026552578915795072 474151352 2015.5 "" "" "" "" "" "" "" -0.9319 "" "" "" "" "" "" "" "" "" 80 0 80 0 0.0988 75.54 0.0 0.0 3 0 0.0177 "" "" -0.061 10 6 27.917 0 10 0 82 76.58 1.383 55.372 20.978054890429007 0.019690741376501876 6 40.88 10.27 3.980 21.3226 0.2728 9 124 11.73 10.568 19.5285 0.1027 2.153 0 1.7942159299516547 0.34459440822542575 1.4495 "" "" 0 "" "" "" NOT_AVAILABLE 233.64821329744 -0.14549168293 118.16254323044 -39.68403422461 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.509414691 7.3755 -18.4201066521 4.4511 0.2914861557914076 0.27348206194306435 30.3192 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
0.109798 -0.015429 0.108709 351.9 "Gaia DR2 3026552544551055104" 112.49574277293 0.4302 -18.4332964849 0.4642 1635721458409799680 3026552544551055104 1644105101 2015.5 -0.3085 0.6400 -0.4820 -1.453 0.946 3.256 0.948 -0.1864 0.0992 0.0888 -0.1240 0.0685 -0.1066 0.0533 0.2150 -0.0418 -0.3072 266 0 265 1 1.796 302.41 1.109 0.62 31 0 0.0402 1.3339 0.1432 -0.057 30 13 0.95585 0 32 0 283 143.1 0.8476 168.804 20.299528501533814 0.00667912037665261 10 43.41 8.594 5.051 21.2574 0.2149 9 187 3.803 49.159 19.0826 0.0221 1.610 0 2.1748473328980324 0.9578470439142279 1.2169 "" "" 0 "" "" "" NOT_AVAILABLE 233.6535637339 -0.16320015726 118.14941114845 -39.69952956508 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.495749366 14.665 -18.4333105045 14.7021 0.2160934713770665 0.21505715594316402 25.9325 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
0.105322 -0.014414 0.104331 352.1 "Gaia DR2 3026552544551056512" 112.49681251446 4.2809 -18.43767460396 4.1055 1635721458409799680 3026552544551056512 767821022 2015.5 "" "" "" "" "" "" "" -0.5084 "" "" "" "" "" "" "" "" "" 39 0 39 0 0.9198 41.4 2.793 0.37 3 0 0.0117 "" "" -0.455 5 5 14.342 0 5 0 43 70.67 1.817 38.893 21.065281590223094 0.02797413822675377 0 "" "" "" "" "" 0 "" "" "" "" "" "" 1 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 233.65789207652 -0.16440988271 118.15182979863 -39.70362040978 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.496812514 4.2809 -18.437674604 4.1055 "" "" 20.9317 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
0.11152 -0.021319 0.109464 349.0 "Gaia DR2 3026552613270537344" 112.48953401403 0.4921 -18.43254114445 0.5002 1635721458409799680 3026552613270537344 1288579860 2015.5 0.9841 0.6993 1.4072 -2.565 1.065 -2.131 0.977 -0.2041 0.0708 0.0114 -0.0254 0.1001 0.0147 -0.0550 0.2966 -0.1387 -0.2969 258 0 257 1 1.4685 285.7 0.0 0.0 31 0 0.0334 1.3600 0.1688 -0.048 29 13 1.0366 0 31 0 276 125.7 0.8558 146.881 20.440061832144725 0.007607905930178345 22 40.97 3.799 10.782 21.3203 0.1007 25 171.5 5.031 34.091 19.1761 0.0318 1.690 0 2.1442280559301103 0.8802792767086522 1.2639 "" "" 0 "" "" "" NOT_AVAILABLE 233.65007552069 -0.16800615843 118.14171263868 -39.69995413669 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.489545655 16.5076 -18.4325319697 15.1554 0.10564244150309286 0.10099616189462933 19.2893 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
