_r _x _y _p DR2Name RA_ICRS e_RA_ICRS DE_ICRS e_DE_ICRS SolID Source RandomI Epoch Plx e_Plx RPlx pmRA e_pmRA pmDE e_pmDE RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor NAL NAC NgAL NbAL gofAL chi2AL epsi sepsi Solved APF WAL pscol e_pscol fvarpi MatchObsA Nper amax type MatchObs Dup o_Gmag FG e_FG RFG Gmag e_Gmag o_BPmag FBP e_FBP RFBP BPmag e_BPmag o_RPmag FRP e_FRP RFRP RPmag e_RPmag E_BR_RP_ Mode BP-RP BP-G G-RP RV e_RV o_RV Tefftemp loggtemp __Fe_H_temp Var GLON GLAT ELON ELAT fPriam Teff b_Teff B_Teff AG b_AG B_AG E_BP-RP_ b_E_BP-RP_ B_E_BP-RP_ fFLAME Rad b_Rad B_Rad Lum b_Lum B_Lum RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000 e_BP-RP e_BP-G d_arcsec
0.102356 -0.100555 -0.019117 259.2 "Gaia DR2 5241034590018178304" 166.18623098048 1.7619 -62.50195139037 1.277 1635721458409799680 5241034590018178304 1521458728 2015.5 0.9421 1.6263 0.5793 -8.061 4.083 3.591 3.782 -0.2477 -0.3057 -0.1853 0.3429 -0.1316 0.2018 -0.3229 0.1126 -0.3266 -0.2099 84 0 84 0 0.162 80.38 0.0 0.0 31 0 0.0143 1.0675 0.3684 -0.11 10 9 3.8991 0 11 0 95 77.08 1.343 57.393 20.971031631243157 0.019003877122524365 2 65.12 6.614 9.846 20.8171 0.1103 7 90.4 22.72 3.980 19.8715 0.2728 2.018 1 0.9456565203006022 -0.15388420163239758 1.0995 "" "" 0 "" "" "" NOT_AVAILABLE 290.9612825568 -2.13624774976 209.30803058173 -59.05743016484 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.186306152 63.3155 -62.5019668526 58.6317 0.2942722591307738 0.11191022846551302 3.3283
0.086831 -0.085881 -0.012806 261.5 "Gaia DR2 5241034624375644672" 166.21805113289 0.7703 -62.49568586663 0.6309 1635721458409799680 5241034624375644672 852127124 2015.5 1.0140 0.8053 1.2592 -13.312 1.793 7.869 1.323 -0.1251 0.0073 -0.1424 0.0581 0.2801 0.0675 -0.1686 0.0070 0.0542 -0.3476 176 0 174 2 4.3549 261.48 2.845 2.7 31 0 0.0266 1.7066 0.1940 -0.063 21 16 1.665 0 25 0 205 127.9 1.053 121.45 20.421308536764663 0.009118975548468685 15 41.51 8.906 4.661 21.3060 0.2329 22 177.4 14.32 12.390 19.1394 0.0876 1.712 0 2.1665983954159884 0.8846834325822108 1.2818 "" "" 0 "" "" "" NOT_AVAILABLE 290.97225615791 -2.12463301699 209.31774068981 -59.04225725614 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.218175243 27.8045 -62.4957197489 20.5172 0.24888980452398088 0.23312510171928005 8.4901
0.092377 -0.090447 -0.018786 258.3 "Gaia DR2 5241034624373364352" 166.20812605459 0.2638 -62.50165257348 0.2345 1635721458409799680 5241034624373364352 1685109643 2015.5 0.8928 0.2957 3.0192 -6.467 0.636 -4.937 0.477 -0.1596 -0.0335 0.0872 -0.0698 0.2342 -0.0188 0.1008 0.1969 0.0602 -0.4340 184 0 183 1 1.9125 215.82 0.757 1.2 31 0 0.1899 1.4034 0.0685 -0.066 21 16 0.60668 0 25 0 213 400.5 1.381 290.102 19.181758192907242 0.004152906920355925 21 114.8 11.97 9.593 20.2014 0.1132 24 433.2 10.32 41.992 18.1702 0.0259 1.368 0 2.03129689206828 1.0196925378202657 1.0115 "" "" 0 "" "" "" NOT_AVAILABLE 290.97043648895 -2.13193368322 209.32057071264 -59.04963882207 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.208186362 9.8541 -62.5016313157 7.4048 0.11611918465601553 0.11326391145972635 5.6349
0.085904 -0.081261 -0.02786 251.1 "Gaia DR2 5241034555664722688" 166.22796716093 1.1555 -62.5107534034 1.6014 1635721458409799680 5241034555664722688 1257770615 2015.5 "" "" "" "" "" "" "" -0.0665 "" "" "" "" "" "" "" "" "" 103 0 103 0 1.1006 113.49 1.997 0.49 3 0 0.0199 "" "" -0.095 12 11 4.1997 0 16 0 134 93.96 1.132 82.984 20.75599629547841 0.013206752012066622 0 "" "" "" "" "" 0 "" "" "" "" "" "" 2 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 290.98247686913 -2.13661935058 209.34561957736 -59.04876599572 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.227967161 1.1555 -62.5107534034 1.6014 "" "" 3.3120
0.090368 -0.084018 -0.033277 248.4 "Gaia DR2 5241034521297748480" 166.22195945128 1.3477 -62.51616200778 2.0245 1635721458409799680 5241034521297748480 1616688156 2015.5 "" "" "" "" "" "" "" 0.0344 "" "" "" "" "" "" "" "" "" 79 0 78 1 3.8537 129.19 3.561 1.5 3 0 0.0142 "" "" 0.044 10 9 5.4103 0 12 0 90 80.82 1.416 57.094 20.91960288883316 0.019102171593168692 7 104.5 46.3 2.257 20.3033 0.4810 12 148.1 18.38 8.056 19.3356 0.1348 3.126 0 0.9677119426484673 -0.6163052521435404 1.5839 "" "" 0 "" "" "" NOT_AVAILABLE 290.98209382033 -2.14268523044 209.34996171633 -59.05441887698 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.221959451 1.3477 -62.5161620078 2.0245 0.49948507007472737 0.48133340478198056 4.0022
0.0743 -0.070314 -0.024008 251.1 "Gaia DR2 5241034555659027840" 166.25170176502 12.6659 -62.50692910843 8.3523 1635721458409799680 5241034555659027840 1282872834 2015.5 "" "" "" "" "" "" "" -0.5434 "" "" "" "" "" "" "" "" "" 60 0 60 0 13.1855 339.33 19.13 26.0 3 0 0.002 "" "" -0.016 7 6 71.429 0 8 0 70 79.85 2.898 27.551 20.932685540444812 0.039448857504504144 5 49.31 13.7 3.599 21.1191 0.3016 5 156.6 15.53 10.078 19.2752 0.1077 2.578 0 1.8438865688317385 0.18639901369310152 1.6574 "" "" 0 "" "" "" NOT_AVAILABLE 290.99100272754 -2.12874068738 209.35409683099 -59.03801201696 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.251701765 12.6659 -62.5069291084 8.3523 0.32030717316197077 0.30421055242966266 3.1537
0.088066 -0.079235 -0.038437 244.1 "Gaia DR2 5241034521297751296" 166.2322953476 0.9614 -62.52133564942 1.0167 1635721458409799680 5241034521297751296 863982720 2015.5 1.1587 1.0592 1.0940 -5.251 2.611 3.875 2.586 -0.2889 0.0708 0.0443 -0.0945 -0.2405 0.0297 -0.4503 -0.1507 0.3290 -0.5575 132 0 132 0 1.1199 144.97 0.0 0.0 31 0 0.0219 1.0912 0.2316 -0.21 16 11 2.8645 0 19 0 158 96.06 0.9164 104.825 20.732088758695344 0.010512892246717536 8 38.09 8.544 4.458 21.3994 0.2435 15 137.6 10.3 13.361 19.4158 0.0813 1.828 0 1.9837095447751345 0.6673692751768101 1.3163 "" "" 0 "" "" "" NOT_AVAILABLE 290.98853679941 -2.14552453306 209.36364190613 -59.05424983544 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.232344346 40.4879 -62.5213523328 40.0987 0.25676029288477015 0.24378098433264694 7.0834
0.087605 -0.07973 -0.036302 245.5 "Gaia DR2 5241034521297751424" 166.23123518397 1.0141 -62.51919936689 0.7132 1635721458409799680 5241034521297751424 548163431 2015.5 0.4498 0.8722 0.5157 -3.948 2.223 -2.008 1.546 -0.1455 0.0792 -0.4152 0.0077 0.0799 -0.0163 -0.3180 -0.0916 0.0176 -0.2810 155 0 153 2 2.8993 202.87 2.465 1.8 31 0 0.0236 1.4160 0.2000 -0.094 18 13 2.0586 0 21 0 179 116.0 1.006 115.321 20.527255026932707 0.00958553921162481 14 67.85 22.06 3.076 20.7726 0.3529 20 149.1 11.26 13.242 19.3284 0.0820 1.870 0 1.4441490571489943 0.2453183482080945 1.1988 "" "" 0 "" "" "" NOT_AVAILABLE 290.9872346246 -2.14376108994 209.35989293228 -59.05320752522 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.231272022 34.4706 -62.5191907215 23.9728 0.36234728808447964 0.35307280271083386 8.7569
0.125696 -0.121629 -0.031717 255.4 "Gaia DR2 5241034727452487680" 166.1404774602 0.5455 -62.51447290089 0.4506 1635721458409799680 5241034727452487680 649886863 2015.5 1.3960 0.5702 2.4483 -12.411 1.177 2.735 0.891 -0.1894 -0.1144 -0.0826 0.0882 0.2683 0.1353 -0.1075 0.0693 0.1123 -0.3648 201 0 201 0 1.362 223.49 0.0 0.0 31 0 0.0453 1.0563 0.1359 -0.007 23 16 1.1037 0 27 0 231 145.4 0.9811 148.248 20.28161570882267 0.0075417647499583665 6 26.37 9.765 2.700 21.7986 0.4021 9 182.6 17.89 10.209 19.1082 0.1064 1.437 0 2.69037594097907 1.516967782378991 1.1734 "" "" 0 "" "" "" NOT_AVAILABLE 290.9469260608 -2.15617403348 209.29922374681 -59.08156283408 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.140593245 18.2554 -62.5144846778 13.8136 0.41589303498343266 0.40213027847328936 2.5536
0.117995 -0.111452 -0.038745 250.8 "Gaia DR2 5241034658733009920" 166.16247064039 0.5611 -62.52154018796 0.4723 1635721458409799680 5241034658733009920 119176786 2015.5 1.1112 0.5754 1.9313 -3.990 1.313 2.162 1.007 -0.3064 -0.0121 -0.0667 0.1064 0.0910 0.1378 -0.1111 0.0683 0.1398 -0.5241 184 0 184 0 2.4628 228.97 0.991 0.41 31 0 0.0468 1.3339 0.1412 -0.121 21 15 1.2881 0 25 0 214 152.4 0.9177 166.084 20.2308663162071 0.006780635765848222 15 75.61 20.97 3.606 20.6549 0.3011 19 187.9 12.1 15.539 19.0768 0.0699 1.729 0 1.578085946934408 0.4240138232319062 1.1540 "" "" 0 "" "" "" NOT_AVAILABLE 290.9590642115 -2.15858788297 209.32258952756 -59.07859597569 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.162507874 20.361 -62.5215494954 15.6219 0.3090840246528372 0.3011536963142199 11.1907
0.115501 -0.112991 -0.023946 258.0 "Gaia DR2 5241034693094903296" 166.1592569467 0.9533 -62.5067359134 1.2186 1635721458409799680 5241034693094903296 1458963096 2015.5 -0.5859 1.1989 -0.4887 -7.441 2.227 4.090 2.559 -0.0136 0.0604 -0.2603 0.0398 0.0966 0.2880 -0.6775 -0.0360 0.2798 -0.4831 119 0 119 0 1.1372 131.31 2.342 0.98 31 0 0.0229 0.8700 0.2483 -0.329 14 11 2.6984 0 19 0 151 108.4 1.175 92.257 20.600726602270875 0.011905591891674425 7 32.66 10.69 3.056 21.5665 0.3553 16 120.5 8.043 14.981 19.5595 0.0725 1.413 0 2.0070602076962736 0.9657659881481813 1.0412 "" "" 0 "" "" "" NOT_AVAILABLE 290.95177582558 -2.14561403184 209.29903693667 -59.06994424958 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.159326344 34.5255 -62.5067535217 39.6773 0.36257571291631235 0.3554536810411416 7.6458
0.109208 -0.106489 -0.024216 257.2 "Gaia DR2 5241034693096419456" 166.17333982798 1.4428 -62.50702944199 1.5081 1635721458409799680 5241034693096419456 938821986 2015.5 "" "" "" "" "" "" "" -0.2946 "" "" "" "" "" "" "" "" "" 78 0 78 0 -0.7064 64.18 0.0 0.0 3 0 0.0166 "" "" -0.107 9 9 3.4708 0 11 0 94 74.96 1.566 47.867 21.001369498184186 0.022754483023781916 0 "" "" "" "" "" 0 "" "" "" "" "" "" 0 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 290.95785580075 -2.14328206375 209.30781157074 -59.06525289977 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.173339828 1.4428 -62.507029442 1.5081 "" "" 5.7253
0.111472 -0.105163 -0.036971 250.6 "Gaia DR2 5241034693092768000" 166.17611530909 0.4712 -62.51978944663 0.3961 1635721458409799680 5241034693092768000 758210163 2015.5 0.1239 0.5101 0.2428 -8.632 1.056 3.425 0.787 -0.1307 -0.1316 -0.0122 0.0430 0.2745 0.1120 -0.0402 0.1000 0.1271 -0.3489 202 0 202 0 1.0625 218.14 0.865 0.46 31 0 0.0578 1.1720 0.1214 -0.107 23 17 0.98136 0 28 0 237 165.9 1.014 163.61 20.138587764952778 0.006876036011630199 0 "" "" "" "" "" 0 "" "" "" "" "" "" 0 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 290.96413776481 -2.15446468805 209.32811050956 -59.07270911245 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.176195848 16.3802 -62.5198041915 12.208 "" "" 2.8530
0.116138 -0.111255 -0.033323 253.3 "Gaia DR2 5241034658733028480" 166.16294283899 0.5035 -62.51611876287 0.4129 1635721458409799680 5241034658733028480 707232141 2015.5 0.8499 0.5439 1.5625 -9.634 1.098 3.333 0.828 -0.1418 -0.1941 -0.0076 0.0381 0.2575 0.1188 -0.0425 0.1027 0.1368 -0.3314 200 0 198 2 2.5883 247.66 1.796 2.7 31 0 0.0534 1.4468 0.1252 -0.06 23 17 1.0177 0 27 0 227 182.4 0.9269 196.792 20.035837951350196 0.0058032859060408275 15 37.45 7.404 5.058 21.4177 0.2146 23 229.4 10.7 21.448 18.8605 0.0506 1.463 0 2.557277648086984 1.3819034961340897 1.1754 "" "" 0 "" "" "" NOT_AVAILABLE 290.95709325339 -2.15353217801 209.314940142 -59.07485605141 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.163032719 17.0288 -62.5161331111 12.8413 0.220544569085205 0.21472543225552407 10.0326
0.111254 -0.105133 -0.036396 250.9 "Gaia DR2 5241034693103482624" 166.17618443973 0.353 -62.51921400048 0.3276 1635721458409799680 5241034693103482624 357926762 2015.5 -0.0561 0.4254 -0.1318 -3.206 0.784 3.861 0.584 -0.0416 -0.0782 0.0411 0.0233 0.4062 0.1210 0.0604 0.1671 0.1451 -0.2871 209 0 208 1 0.9857 222.81 0.333 0.11 31 0 0.0931 1.3163 0.0914 -0.091 24 17 0.7186 0 29 0 244 237.3 1.021 232.291 19.750338709973022 0.005008689857313605 11 128.1 24.62 5.203 20.0822 0.2087 13 303.8 15.43 19.688 18.5556 0.0551 1.820 0 1.5267350569569587 0.3319341832852345 1.1948 "" "" 0 "" "" "" NOT_AVAILABLE 290.96393671664 -2.15392450971 209.32730999708 -59.07230552261 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.176214357 12.1577 -62.5192306235 9.0524 0.2158420718158748 0.20872985078531472 3.2723
0.126898 -0.124354 -0.025281 258.5 "Gaia DR2 5241034727452501888" 166.13463083125 0.5974 -62.50802527277 0.4382 1635721458409799680 5241034727452501888 1283630654 2015.5 -0.2947 0.5803 -0.5078 -3.325 1.303 0.354 0.909 -0.2523 -0.1340 -0.1113 0.1033 0.1273 0.1333 -0.0742 0.0462 0.1515 -0.4280 218 0 215 3 -0.1881 205.51 0.0 0.0 31 0 0.0407 1.4663 0.1401 -0.06 25 17 1.2228 0 29 0 246 132.3 0.824 160.609 20.384172204275526 0.006995510089615975 17 70.16 16.48 4.257 20.7362 0.2551 27 150.9 10.31 14.629 19.3154 0.0742 1.670 0 1.4207677166119446 0.35198832162411264 1.0687 "" "" 0 "" "" "" NOT_AVAILABLE 290.94186757188 -2.15134676982 209.28632837641 -59.07933803914 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.134661844 20.2103 -62.508026798 14.1024 0.2656616906620997 0.2551729226922784 8.1164
0.105881 -0.102768 -0.025487 256.1 "Gaia DR2 5241034693096422400" 166.18139027959 1.4071 -62.50831380086 1.0717 1635721458409799680 5241034693096422400 1126338457 2015.5 -0.2171 1.2261 -0.1771 -6.868 3.228 0.793 2.299 -0.4253 -0.0558 0.1444 -0.1259 0.2317 -0.0633 -0.0943 0.1643 -0.1541 -0.5654 83 0 83 0 1.0309 90.86 1.031 0.14 31 0 0.0218 1.3907 0.3103 0.043 10 9 3.1435 0 11 0 91 81.56 1.237 65.933 20.909746904881104 0.016565775927988285 5 52.08 16.26 3.202 21.0598 0.3391 9 146.2 24.89 5.875 19.3493 0.1848 2.431 0 1.7104971179898598 0.15005904484473476 1.5604 "" "" 0 "" "" "" NOT_AVAILABLE 290.96177838653 -2.14297300842 209.31445919895 -59.06330812605 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.181454342 50.0601 -62.5083172165 35.6527 0.3861791819132945 0.339496578331888 6.0666
0.119219 -0.115557 -0.02932 255.8 "Gaia DR2 5241034658733031680" 166.15365278538 0.5709 -62.51209944851 0.5158 1635721458409799680 5241034658733031680 1369928449 2015.5 0.8725 0.6013 1.4510 -9.608 1.386 -1.070 1.194 -0.0953 -0.0722 -0.0366 0.3507 -0.1022 0.4212 -0.2076 -0.1860 0.2398 -0.2659 152 0 151 1 1.3759 170.06 0.297 0.039 31 0 0.0548 1.0629 0.1364 -0.067 18 14 1.3235 0 23 0 179 162.0 1.032 156.972 20.16474654206292 0.007147104173010355 11 54.06 10.29 5.254 21.0192 0.2067 21 252.1 22.33 11.293 18.7579 0.0961 1.890 0 2.2612449076443006 0.8544231819361983 1.4068 "" "" 0 "" "" "" NOT_AVAILABLE 290.95155152788 -2.15156460359 209.30355849963 -59.07542687895 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.15374241 21.4858 -62.5120948426 18.5105 0.22793860151120485 0.2067840845687912 6.9384
0.114505 -0.11112 -0.027637 256.0 "Gaia DR2 5241034693092781184" 166.16328131484 0.6331 -62.51043321588 0.5043 1635721458409799680 5241034693092781184 336505539 2015.5 1.5987 0.6662 2.3996 -6.208 1.391 0.283 0.985 -0.2271 -0.1915 -0.1123 0.1084 0.3294 0.2087 -0.1031 0.1615 0.1428 -0.3857 180 0 180 0 3.9162 258.1 2.698 3.9 31 0 0.0412 1.3036 0.1407 -0.102 21 16 1.3006 0 26 0 213 174.2 1.14 152.848 20.085592685067258 0.007327941383254604 16 35.64 7.521 4.738 21.4716 0.2291 23 229 11.71 19.557 18.8622 0.0555 1.519 0 2.609400222466011 1.3860239913120473 1.2233 "" "" 0 "" "" "" NOT_AVAILABLE 290.95496001991 -2.14825907886 209.30682712992 -59.07098774181 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.163339224 21.5768 -62.5104344341 15.2834 0.23577642110569083 0.22925690913388852 7.3986
0.121708 -0.119553 -0.022801 259.2 "Gaia DR2 5241034761812254720" 166.14505195091 0.3275 -62.5055650397 0.2683 1635721458409799680 5241034761812254720 422718153 2015.5 0.3292 0.3502 0.9399 -10.379 0.715 2.672 0.536 -0.1478 -0.1995 -0.0266 -0.0039 0.2112 0.0459 -0.0616 0.0834 0.0813 -0.3239 230 0 229 1 2.0511 269.52 1.03 1.4 31 0 0.1077 1.5134 0.0849 -0.085 26 18 0.66119 0 30 0 259 275.3 1.065 258.43 19.58872674424488 0.004570516668702285 9 86.18 11.74 7.342 20.5128 0.1479 14 353.6 14.25 24.818 18.3907 0.0437 1.597 0 2.1221400033136284 0.9240940716042374 1.1980 "" "" 0 "" "" "" NOT_AVAILABLE 290.94529307771 -2.14716593816 209.28890655637 -59.07409956813 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.145148751 11.0883 -62.5055765442 8.3179 0.15423816115168068 0.14796211034769227 2.9686
0.109522 -0.106295 -0.02639 256.1 "Gaia DR2 5241034693092793216" 166.17374327629 0.4721 -62.50920407712 0.401 1635721458409799680 5241034693092793216 730604916 2015.5 0.2520 0.5111 0.4931 -3.197 1.098 -1.596 0.826 -0.1472 -0.1114 -0.0740 0.0856 0.2620 0.1448 -0.1102 0.0557 0.1400 -0.3936 202 0 201 1 0.6826 209.13 0.0 0.0 31 0 0.0578 1.3649 0.1234 -0.121 23 17 1.0359 0 27 0 229 161.7 0.9021 179.254 20.166624970725056 0.006318825141930526 13 62.73 14.16 4.429 20.8578 0.2451 23 179 11.05 16.202 19.1299 0.0670 1.495 0 1.7278749195005432 0.6911387153290072 1.0367 "" "" 0 "" "" "" NOT_AVAILABLE 290.95889702104 -2.14520068348 209.31122928583 -59.06654792362 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.173773095 17.0309 -62.5091972038 12.8113 0.25413491808016975 0.24521424538533945 3.6462
0.118342 -0.117203 -0.01638 262.0 "Gaia DR2 5241034693094885376" 166.15019867344 0.6886 -62.49915373297 0.6 1635721458409799680 5241034693094885376 259669019 2015.5 0.4408 0.7121 0.6190 -5.398 1.792 0.528 1.382 -0.1819 0.0745 -0.1757 0.0410 0.1960 0.0674 -0.3594 -0.1158 0.0052 -0.4705 175 0 175 0 0.8822 186.08 0.943 0.28 31 0 0.0334 1.7477 0.1747 -0.113 20 14 1.7371 0 24 0 206 117.8 1.117 105.423 20.510628937104954 0.010454895178104953 12 61.78 21.14 2.922 20.8743 0.3716 18 122.8 11.02 11.135 19.5394 0.0975 1.567 0 1.335004274124131 0.3637215850316622 0.9712 "" "" 0 "" "" "" NOT_AVAILABLE 290.94490371882 -2.14033949791 209.28258406265 -59.06808360713 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.150249007 27.7783 -62.4991560047 21.4226 0.38418369239442574 0.37174576831336476 7.4516
0.126106 -0.123121 -0.027274 257.5 "Gaia DR2 5241034727457139200" 166.13728458683 1.5184 -62.5100234375 1.6136 1635721458409799680 5241034727457139200 1639576988 2015.5 "" "" "" "" "" "" "" -0.2117 "" "" "" "" "" "" "" "" "" 87 0 86 1 0.6176 88.41 0.0 0.0 3 0 0.0137 "" "" -0.167 11 10 4.6834 0 11 0 87 76.0 1.573 48.311 20.98632318567748 0.02254582115591956 0 "" "" "" "" "" 0 "" "" "" "" "" "" 2 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 290.94379165103 -2.15268707575 209.29082354042 -59.07973549062 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.137284587 1.5184 -62.5100234375 1.6136 "" "" 7.3467
0.117784 -0.115781 -0.021631 259.4 "Gaia DR2 5241034693092787712" 166.15323395754 0.4366 -62.50440999797 0.3792 1635721458409799680 5241034693092787712 821878191 2015.5 0.2466 0.5007 0.4926 -10.440 0.982 3.289 0.781 -0.1002 -0.1699 -0.0196 0.0040 0.1239 0.1186 -0.1473 0.0817 0.2489 -0.3535 203 0 203 0 1.3951 226.35 0.0 0.0 31 0 0.0632 1.5710 0.1185 -0.117 23 18 0.92624 0 27 0 231 179.6 1.032 174.135 20.052452795749623 0.006489904606115444 14 44.06 10.63 4.145 21.2413 0.2619 18 238 13.22 18.005 18.8203 0.0603 1.570 0 2.4209926930422263 1.1888606613393122 1.2321 "" "" 0 "" "" "" NOT_AVAILABLE 290.94829433156 -2.14459534198 209.29206704505 -59.07049896537 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.153331316 15.2305 -62.5044241576 12.1045 0.26876607521317336 0.26198761146220956 3.9875
0.106182 -0.1026 -0.027346 255.1 "Gaia DR2 5241034693092799616" 166.18174057333 0.2515 -62.5101727968 0.216 1635721458409799680 5241034693092799616 925466587 2015.5 0.1523 0.2794 0.5453 -6.163 0.556 3.953 0.422 -0.1043 -0.1500 -0.0048 0.0061 0.2635 0.0749 -0.0214 0.1230 0.1204 -0.2888 221 0 219 2 1.8438 253.71 0.613 0.88 31 0 0.1802 1.4898 0.0650 -0.058 25 18 0.51148 0 28 0 242 373.6 1.308 285.62 19.257237551254867 0.004205944706366818 23 128.6 18.84 6.825 20.0785 0.1591 27 420.8 14.89 28.266 18.2017 0.0384 1.470 0 1.8768401247570417 0.8213132771342018 1.0555 "" "" 0 "" "" "" NOT_AVAILABLE 290.9626705606 -2.14461226167 209.31738380672 -59.06441335538 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.181798059 8.6217 -62.5101898173 6.5399 0.16367000581751204 0.1591431576974756 4.7762
0.117647 -0.112242 -0.035252 252.6 "Gaia DR2 5241034658737659136" 166.16078831786 2.1154 -62.51804409252 2.9683 1635721458409799680 5241034658737659136 137756258 2015.5 "" "" "" "" "" "" "" -0.06 "" "" "" "" "" "" "" "" "" 56 0 56 0 3.3945 92.54 5.909 1.6 3 0 0.0076 "" "" -0.139 7 7 6.2402 0 7 0 58 75.74 1.508 50.209 20.990101105925035 0.0216994840209899 0 "" "" "" "" "" 0 "" "" "" "" "" "" 2 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 290.95695234178 -2.15569450401 209.31647959458 -59.07687337563 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.160788318 2.1154 -62.5180440925 2.9683 "" "" 7.3214
0.124128 -0.119365 -0.034055 254.1 "Gaia DR2 5241034658735104256" 166.14536268167 0.9039 -62.51681968178 1.2162 1635721458409799680 5241034658735104256 1300910582 2015.5 1.2354 1.1612 1.0639 -6.095 2.597 -1.334 3.393 -0.106 -0.1169 0.1154 -0.0016 -0.2033 0.1974 -0.6611 -0.2895 0.3817 -0.3551 110 0 110 0 -0.8392 92.69 0.0 0.0 31 0 0.0228 0.9691 0.2846 -0.057 13 12 3.2805 0 16 0 131 96.01 1.133 84.704 20.73265409828224 0.012943442942770013 4 12.5 4.422 2.827 22.6089 0.3840 14 147.8 12.85 11.502 19.3377 0.0944 1.670 0 3.2712239240822925 1.8762103012469389 1.3950 "" "" 0 "" "" "" NOT_AVAILABLE 290.94993379065 -2.15742175106 209.305550857 -59.0814161512 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.145419544 40.2565 -62.5168139384 52.6117 0.39543734475441167 0.38421849785683215 8.3742
0.109038 -0.106018 -0.025483 256.5 "Gaia DR2 5241034693094946048" 166.17434986728 0.7775 -62.50829860137 0.6539 1635721458409799680 5241034693094946048 1142128842 2015.5 0.3367 0.8151 0.4130 -8.661 1.804 6.478 1.384 -0.1191 0.0050 -0.2374 0.1363 0.3034 0.0980 -0.2905 -0.1333 -0.0218 -0.2467 174 0 173 1 1.0998 188.26 0.0 0.0 31 0 0.0268 1.3258 0.1955 -0.115 20 14 1.6582 0 24 0 203 105.3 0.9391 112.169 20.6319167526916 0.00984501844146287 6 128.7 41.44 3.106 20.0773 0.3495 11 121.6 12.26 9.916 19.5496 0.1095 2.376 0 0.5276295254287362 -0.5546318407154978 1.0823 "" "" 0 "" "" "" NOT_AVAILABLE 290.95879142484 -2.14425879325 209.31026517171 -59.06574004264 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.174430645 27.9791 -62.508326494 21.4661 0.36629929156851315 0.34968233400701654 6.4949
